,Driver,TeamName_x,GridPosition,Finish_Position,Status,delta_to_pole,Qual_Position,Year,Location,fp2_median_pace,fp2_team_dif,fp2_deg_rate
201,VER,Red Bull Racing,1.0,2.0,Finished,0.0,1.0,2022,Spielberg,69.12299999999999,-0.9350000000000165,0.04409319727891222
202,HAM,Mercedes,8.0,3.0,Finished,8.167000000000002,9.0,2022,Spielberg,69.8605,-0.41849999999999454,2.7205333333333375
203,RUS,Mercedes,4.0,4.0,Finished,0.44700000000000273,4.0,2022,Spielberg,70.279,0.41849999999999454,2.3381553511705655
204,OCO,Alpine,6.0,5.0,Finished,0.7420000000000044,5.0,2022,Spielberg,69.884,0.08450000000000557,0.07291333333333513
205,MSC,Haas F1 Team,9.0,6.0,+1 Lap,1.027000000000001,7.0,2022,Spielberg,71.515,0.4059999999999917,-0.005424098124098561
206,NOR,McLaren,10.0,7.0,+1 Lap,20.863,15.0,2022,Spielberg,70.2735,-0.24250000000000682,0.03976396011396109
207,MAG,Haas F1 Team,7.0,8.0,+1 Lap,0.8950000000000102,6.0,2022,Spielberg,71.10900000000001,-0.4059999999999917,0.061053538461536265
208,RIC,McLaren,11.0,9.0,+1 Lap,1.6290000000000049,16.0,2022,Spielberg,70.516,0.24250000000000682,0.3355055524185969
209,ALO,Alpine,19.0,10.0,+1 Lap,1.1189999999999998,8.0,2022,Spielberg,69.7995,-0.08450000000000557,-0.05022727272727368
210,BOT,Alfa Romeo,0.0,11.0,+1 Lap,1.335000000000008,12.0,2022,Spielberg,71.668,1.2035000000000053,0.049674192474193996
211,ALB,Williams,15.0,12.0,+1 Lap,1.2460000000000093,11.0,2022,Spielberg,70.1875,-1.0125000000000028,-0.04563166666666588
212,STR,Aston Martin,12.0,13.0,+1 Lap,1.8629999999999995,17.0,2022,Spielberg,70.633,-0.1389999999999958,0.33021001188354004
213,ZHO,Alfa Romeo,13.0,14.0,+1 Lap,1.9170000000000016,18.0,2022,Spielberg,70.4645,-1.2035000000000053,0.012645947156290914
214,GAS,AlphaTauri,14.0,15.0,+1 Lap,1.176000000000002,10.0,2022,Spielberg,70.2,-0.7349999999999994,0.0160562895927596
215,TSU,AlphaTauri,16.0,16.0,+1 Lap,1.8670000000000044,14.0,2022,Spielberg,70.935,0.7349999999999994,-0.07715392156862788
216,VET,Aston Martin,18.0,17.0,+1 Lap,2.0990000000000038,20.0,2022,Spielberg,70.77199999999999,0.1389999999999958,0.01565558416914977
217,SAI,Ferrari,3.0,18.0,Power Unit,0.08200000000000784,3.0,2022,Spielberg,69.929,0.1039999999999992,0.060631868131867904
218,LAT,Williams,17.0,19.0,Undertray,2.0190000000000055,19.0,2022,Spielberg,71.2,1.0125000000000028,0.051610411255411374
219,PER,Red Bull Racing,5.0,20.0,Collision damage,1.4740000000000038,13.0,2022,Spielberg,70.058,0.9350000000000165,0.03617195767195708
220,VER,Red Bull Racing,2.0,1.0,Finished,0.30400000000000205,2.0,2022,Le Castellet,97.735,-0.48749999999999716,7.461285714285709
221,HAM,Mercedes,4.0,2.0,Finished,0.8930000000000007,4.0,2022,Le Castellet,99.068,0.3919999999999959,-4.076250000000008
222,RUS,Mercedes,6.0,3.0,Finished,1.2590000000000003,6.0,2022,Le Castellet,98.676,-0.3919999999999959,0.6898999999999955
223,PER,Red Bull Racing,3.0,4.0,Finished,0.46299999999999386,3.0,2022,Le Castellet,98.2225,0.48749999999999716,0.3326999999999938
224,SAI,Ferrari,19.0,5.0,Finished,0.20900000000000318,9.0,2022,Le Castellet,98.4685,-0.030499999999989313,0.1511999999999964
225,ALO,Alpine,7.0,6.0,Finished,1.6800000000000068,7.0,2022,Le Castellet,99.33850000000001,-0.42899999999998784,1.4291934446505867
226,NOR,McLaren,5.0,7.0,Finished,1.1599999999999966,5.0,2022,Le Castellet,99.327,-0.3165000000000049,5.3479999999999945
227,OCO,Alpine,10.0,8.0,Finished,2.176000000000002,12.0,2022,Le Castellet,99.7675,0.42899999999998784,1.3672828695114407
228,RIC,McLaren,9.0,9.0,Finished,2.049999999999997,11.0,2022,Le Castellet,99.6435,0.3165000000000049,1.067860317460322
229,STR,Aston Martin,15.0,10.0,Finished,2.566999999999993,17.0,2022,Le Castellet,99.433,0.2670000000000101,0.521254578754585
230,VET,Aston Martin,12.0,11.0,Finished,2.4039999999999964,14.0,2022,Le Castellet,99.166,-0.2670000000000101,1.5549156519156535
231,GAS,AlphaTauri,14.0,12.0,Finished,2.566999999999993,16.0,2022,Le Castellet,99.32900000000001,-0.41149999999998954,1.5066852440662837
232,ALB,Williams,13.0,13.0,Finished,2.4350000000000023,15.0,2022,Le Castellet,99.77,-0.5529999999999973,3.4250730769230753
233,BOT,Alfa Romeo,11.0,14.0,Finished,2.180000000000007,13.0,2022,Le Castellet,99.673,-0.3569999999999993,-0.5145015873015859
234,MSC,Haas F1 Team,17.0,15.0,Finished,2.8289999999999935,19.0,2022,Le Castellet,101.343,1.105000000000004,-0.37169142857142756
235,ZHO,Alfa Romeo,16.0,16.0,+6 Laps,2.8020000000000067,18.0,2022,Le Castellet,100.03,0.3569999999999993,0.16986593406593353
236,LAT,Williams,18.0,17.0,Collision damage,2.921999999999997,20.0,2022,Le Castellet,100.323,0.5529999999999973,0.10200079744817075
237,MAG,Haas F1 Team,20.0,18.0,Collision damage,1.777000000000001,10.0,2022,Le Castellet,100.238,-1.105000000000004,1.6549677514792909
238,LEC,Ferrari,1.0,19.0,Accident,0.0,1.0,2022,Le Castellet,98.499,0.030499999999989313,0.13459999999999772
239,TSU,AlphaTauri,8.0,20.0,Undertray,1.9080000000000013,8.0,2022,Le Castellet,99.7405,0.41149999999998954,0.05619444444444789
240,VER,Red Bull Racing,10.0,1.0,Finished,1.445999999999998,10.0,2022,Budapest,84.346,-0.3064999999999998,0.5862067226890717
241,HAM,Mercedes,7.0,2.0,Finished,0.7650000000000006,7.0,2022,Budapest,91.228,5.799999999999997,5.522099999999999
242,RUS,Mercedes,1.0,3.0,Finished,0.0,1.0,2022,Budapest,85.428,-5.799999999999997,1.1691454545454576
243,SAI,Ferrari,2.0,4.0,Finished,0.04400000000001114,2.0,2022,Budapest,83.63,0.06699999999999307,-0.5251428571428531
244,PER,Red Bull Racing,11.0,5.0,Finished,1.13900000000001,11.0,2022,Budapest,84.6525,0.3064999999999998,1.2912972027972025
245,LEC,Ferrari,3.0,6.0,Finished,0.18999999999999773,3.0,2022,Budapest,83.563,-0.06699999999999307,4.161863186813187
246,NOR,McLaren,4.0,7.0,Finished,0.3920000000000101,4.0,2022,Budapest,84.567,-0.6830000000000069,1.3308575757575831
247,ALO,Alpine,6.0,8.0,+1 Lap,0.7010000000000076,6.0,2022,Budapest,85.517,-0.11899999999999977,0.6362669552669605
248,OCO,Alpine,5.0,9.0,+1 Lap,0.6410000000000053,5.0,2022,Budapest,85.636,0.11899999999999977,2.342742105263167
249,VET,Aston Martin,18.0,10.0,+1 Lap,1.8960000000000008,18.0,2022,Budapest,84.546,0.1910000000000025,2.0400178571428613
250,STR,Aston Martin,14.0,11.0,+1 Lap,1.7600000000000051,14.0,2022,Budapest,84.355,-0.1910000000000025,-0.09490311688311685
251,GAS,AlphaTauri,0.0,12.0,+1 Lap,2.1500000000000057,19.0,2022,Budapest,85.3765,-0.3165000000000049,1.5838448979591857
252,ZHO,Alfa Romeo,12.0,13.0,+1 Lap,1.195999999999998,12.0,2022,Budapest,84.907,-0.16400000000000148,2.1264500000000037
253,MSC,Haas F1 Team,15.0,14.0,+1 Lap,1.8250000000000028,15.0,2022,Budapest,87.867,2.097999999999999,3.2747454545454575
254,RIC,McLaren,9.0,15.0,+1 Lap,1.0020000000000095,9.0,2022,Budapest,85.25,0.6830000000000069,2.0439333333333356
255,MAG,Haas F1 Team,13.0,16.0,+1 Lap,1.4480000000000075,13.0,2022,Budapest,85.769,-2.097999999999999,1.5366633171176673
256,ALB,Williams,17.0,17.0,+1 Lap,1.8790000000000049,17.0,2022,Budapest,86.069,0.23200000000001353,0.0829642857142856
257,LAT,Williams,19.0,18.0,+1 Lap,2.192999999999998,20.0,2022,Budapest,85.83699999999999,-0.23200000000001353,1.6018659340659347
258,TSU,AlphaTauri,16.0,19.0,+2 Laps,1.8629999999999995,16.0,2022,Budapest,85.693,0.3165000000000049,1.2654040000000004
259,BOT,Alfa Romeo,8.0,20.0,Power Unit,0.7800000000000011,8.0,2022,Budapest,85.071,0.16400000000000148,1.460163636363636
260,VER,Red Bull Racing,14.0,1.0,Finished,0.0,1.0,2022,Spa-Francorchamps,107.699,-7.486499999999992,
261,PER,Red Bull Racing,2.0,2.0,Finished,0.796999999999997,3.0,2022,Spa-Francorchamps,115.18549999999999,7.486499999999992,-2.4737999999999993
262,SAI,Ferrari,1.0,3.0,Finished,0.6319999999999908,2.0,2022,Spa-Francorchamps,110.3765,-1.3055000000000092,
263,RUS,Mercedes,5.0,4.0,Finished,2.11099999999999,8.0,2022,Spa-Francorchamps,112.615,-2.0884999999999962,1.7680000000000098
264,ALO,Alpine,3.0,5.0,Finished,1.7029999999999887,6.0,2022,Spa-Francorchamps,108.911,-1.4950000000000045,-2.8754857142857193
265,LEC,Ferrari,15.0,6.0,Finished,0.887999999999991,4.0,2022,Spa-Francorchamps,111.682,1.3055000000000092,-2.2348593220339
266,OCO,Alpine,16.0,7.0,Finished,1.5150000000000006,5.0,2022,Spa-Francorchamps,110.406,1.4950000000000045,-1.9503214285714179
267,VET,Aston Martin,10.0,8.0,Finished,2.678999999999988,16.0,2022,Spa-Francorchamps,113.412,4.248000000000005,0.01489285714285669
268,GAS,AlphaTauri,0.0,9.0,Finished,2.161999999999992,12.0,2022,Spa-Francorchamps,109.352,-0.45349999999999113,-2.4900775862069
269,ALB,Williams,6.0,10.0,Finished,2.171999999999997,9.0,2022,Spa-Francorchamps,113.465,-0.2469999999999999,
270,STR,Aston Martin,9.0,11.0,Finished,2.945999999999998,14.0,2022,Spa-Francorchamps,109.164,-4.248000000000005,-3.288371428571433
271,NOR,McLaren,17.0,12.0,Finished,2.512999999999991,10.0,2022,Spa-Francorchamps,112.479,-0.007999999999995566,
272,TSU,AlphaTauri,0.0,13.0,Finished,3.026999999999987,19.0,2022,Spa-Francorchamps,109.8055,0.45349999999999113,2.349720930232562
273,ZHO,Alfa Romeo,18.0,14.0,Finished,2.4199999999999875,13.0,2022,Spa-Francorchamps,110.637,-0.46000000000000796,-0.8489999999999993
274,RIC,McLaren,7.0,15.0,Finished,2.1019999999999897,11.0,2022,Spa-Francorchamps,112.487,0.007999999999995566,
275,MAG,Haas F1 Team,12.0,16.0,+1 Lap,2.891999999999996,18.0,2022,Spa-Francorchamps,109.691,-5.4410000000000025,
276,MSC,Haas F1 Team,19.0,17.0,+1 Lap,4.052999999999997,15.0,2022,Spa-Francorchamps,115.132,5.4410000000000025,-0.26252820512819386
277,LAT,Williams,11.0,18.0,+1 Lap,2.73599999999999,17.0,2022,Spa-Francorchamps,113.712,0.2469999999999999,
278,BOT,Alfa Romeo,13.0,19.0,Accident,4.200999999999993,20.0,2022,Spa-Francorchamps,111.09700000000001,0.46000000000000796,1.473949206349216
279,HAM,Mercedes,4.0,20.0,Collision damage,1.8379999999999939,7.0,2022,Spa-Francorchamps,114.70349999999999,2.0884999999999962,8.945399999999996
280,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2022,Zandvoort,,,
281,RUS,Mercedes,6.0,2.0,Finished,0.8050000000000068,6.0,2022,Zandvoort,,,
282,LEC,Ferrari,2.0,3.0,Finished,0.021000000000000796,2.0,2022,Zandvoort,,,
283,HAM,Mercedes,4.0,4.0,Finished,0.3059999999999974,4.0,2022,Zandvoort,,,
284,PER,Red Bull Racing,5.0,5.0,Finished,0.7349999999999994,5.0,2022,Zandvoort,,,
285,ALO,Alpine,13.0,6.0,Finished,1.2710000000000008,13.0,2022,Zandvoort,,,
286,NOR,McLaren,7.0,7.0,Finished,0.8320000000000078,7.0,2022,Zandvoort,,,
287,SAI,Ferrari,3.0,8.0,Finished,0.09199999999999875,3.0,2022,Zandvoort,,,
288,OCO,Alpine,12.0,9.0,Finished,1.2630000000000052,12.0,2022,Zandvoort,,,
289,STR,Aston Martin,10.0,10.0,Finished,1.073999999999998,10.0,2022,Zandvoort,,,
290,GAS,AlphaTauri,11.0,11.0,Finished,1.1700000000000017,11.0,2022,Zandvoort,,,
291,ALB,Williams,15.0,12.0,Finished,1.460000000000008,15.0,2022,Zandvoort,,,
292,MSC,Haas F1 Team,8.0,13.0,Finished,1.0999999999999943,8.0,2022,Zandvoort,,,
293,VET,Aston Martin,19.0,14.0,Finished,2.0490000000000066,19.0,2022,Zandvoort,,,
294,MAG,Haas F1 Team,18.0,15.0,Finished,1.9770000000000039,18.0,2022,Zandvoort,,,
295,ZHO,Alfa Romeo,14.0,16.0,Finished,1.3619999999999948,14.0,2022,Zandvoort,,,
296,RIC,McLaren,17.0,17.0,Finished,1.7390000000000043,17.0,2022,Zandvoort,,,
297,LAT,Williams,20.0,18.0,+1 Lap,3.0109999999999957,20.0,2022,Zandvoort,,,
298,BOT,Alfa Romeo,16.0,19.0,Engine,1.6189999999999998,16.0,2022,Zandvoort,,,
299,TSU,AlphaTauri,9.0,20.0,Differential,2.2139999999999986,9.0,2022,Zandvoort,,,
300,VER,Red Bull Racing,7.0,1.0,Finished,0.14499999999999602,2.0,2022,Monza,86.0985,-0.24450000000000216,3.3835664182467324
301,LEC,Ferrari,1.0,2.0,Finished,0.0,1.0,2022,Monza,87.8375,1.505500000000012,5.807032
302,RUS,Mercedes,2.0,3.0,Finished,1.3810000000000002,6.0,2022,Monza,86.37049999999999,-0.353500000000011,-0.06007142857143369
303,SAI,Ferrari,18.0,4.0,Finished,0.2680000000000007,3.0,2022,Monza,86.332,-1.505500000000012,-2.8189547454431136
304,HAM,Mercedes,19.0,5.0,Finished,1.3629999999999995,5.0,2022,Monza,86.724,0.353500000000011,2.370044155844155
305,PER,Red Bull Racing,13.0,6.0,Finished,1.0450000000000017,4.0,2022,Monza,86.343,0.24450000000000216,3.4446988155668365
306,NOR,McLaren,3.0,7.0,Finished,1.4230000000000018,7.0,2022,Monza,86.882,-0.12399999999999523,-0.03671461038961127
307,GAS,AlphaTauri,5.0,8.0,Finished,2.4869999999999948,9.0,2022,Monza,86.741,-0.2819999999999965,0.671383709273181
308,DEV,Williams,8.0,9.0,Finished,2.3100000000000023,13.0,2022,Monza,,,
309,ZHO,Alfa Romeo,9.0,10.0,Finished,2.415999999999997,14.0,2022,Monza,87.36099999999999,0.4369999999999834,0.6039998827437976
310,OCO,Alpine,14.0,11.0,Finished,1.968999999999994,11.0,2022,Monza,87.02850000000001,0.41150000000000375,1.4957568855932166
311,MSC,Haas F1 Team,17.0,12.0,Finished,2.843999999999994,20.0,2022,Monza,86.783,-0.7309999999999945,
312,BOT,Alfa Romeo,15.0,13.0,+1 Lap,2.073999999999998,12.0,2022,Monza,86.924,-0.4369999999999834,0.8952469275210093
313,TSU,AlphaTauri,20.0,14.0,+1 Lap,1.8589999999999947,15.0,2022,Monza,87.023,0.2819999999999965,0.5787996806245566
314,LAT,Williams,10.0,15.0,+1 Lap,2.426000000000002,16.0,2022,Monza,87.299,0.01300000000000523,4.973348837209307
315,MAG,Haas F1 Team,16.0,16.0,+1 Lap,2.747,19.0,2022,Monza,87.514,0.7309999999999945,0.1119111842105229
316,RIC,McLaren,4.0,17.0,Oil leak,1.7639999999999958,8.0,2022,Monza,87.006,0.12399999999999523,0.4482230769230729
317,STR,Aston Martin,12.0,18.0,Engine,2.5870000000000033,18.0,2022,Monza,87.8025,0.2115000000000009,0.25251648351648553
318,ALO,Alpine,6.0,19.0,Water pressure,1.7000000000000028,10.0,2022,Monza,86.617,-0.41150000000000375,2.6815427068214803
319,VET,Aston Martin,11.0,20.0,Engine,2.4749999999999943,17.0,2022,Monza,87.591,-0.2115000000000009,1.4392088593576957
320,PER,Red Bull Racing,2.0,1.0,Finished,0.02199999999999136,2.0,2022,Marina Bay,106.6285,2.8430000000000035,
321,LEC,Ferrari,1.0,2.0,Finished,0.0,1.0,2022,Marina Bay,103.32,-5.354500000000002,
322,SAI,Ferrari,4.0,3.0,Finished,0.17099999999999227,4.0,2022,Marina Bay,108.6745,5.354500000000002,4.052714285714285
323,NOR,McLaren,6.0,4.0,Finished,1.171999999999997,6.0,2022,Marina Bay,109.786,-2.091000000000008,
324,RIC,McLaren,16.0,5.0,Finished,6.813999999999993,17.0,2022,Marina Bay,111.87700000000001,2.091000000000008,
325,STR,Aston Martin,11.0,6.0,Finished,4.798999999999992,12.0,2022,Marina Bay,109.18,-0.7179999999999893,0.3421071428571421
326,VER,Red Bull Racing,8.0,7.0,Finished,1.9829999999999899,8.0,2022,Marina Bay,103.7855,-2.8430000000000035,
327,VET,Aston Martin,13.0,8.0,Finished,4.967999999999989,14.0,2022,Marina Bay,109.898,0.7179999999999893,0.45217857142856877
328,HAM,Mercedes,3.0,9.0,Finished,0.053999999999987836,3.0,2022,Marina Bay,110.361,1.1844999999999999,0.3998571428571444
329,GAS,AlphaTauri,7.0,10.0,Finished,1.7989999999999924,7.0,2022,Marina Bay,109.67,2.582000000000008,1.1309011299435017
330,BOT,Alfa Romeo,15.0,11.0,Finished,6.670999999999992,16.0,2022,Marina Bay,110.336,-1.4655000000000058,0.454785714285718
331,MAG,Haas F1 Team,9.0,12.0,Finished,2.160999999999987,9.0,2022,Marina Bay,110.8845,-1.5764999999999958,1.613933333333335
332,MSC,Haas F1 Team,12.0,13.0,+1 Lap,4.957999999999998,13.0,2022,Marina Bay,112.461,1.5764999999999958,-0.2618833333333298
333,RUS,Mercedes,0.0,14.0,+2 Laps,4.599999999999994,11.0,2022,Marina Bay,109.1765,-1.1844999999999999,1.2012311187607538
334,TSU,AlphaTauri,10.0,15.0,Accident,2.570999999999998,10.0,2022,Marina Bay,107.088,-2.582000000000008,-1.636650684931499
335,OCO,Alpine,17.0,16.0,Engine,6.924999999999997,18.0,2022,Marina Bay,109.367,0.33200000000000784,0.9572380952380916
336,ALB,Williams,18.0,17.0,Collision damage,7.572999999999993,19.0,2022,Marina Bay,110.6755,-2.616500000000002,0.20171666666666996
337,ALO,Alpine,5.0,18.0,Engine,0.5539999999999878,5.0,2022,Marina Bay,109.035,-0.33200000000000784,0.25903571428571043
338,LAT,Williams,19.0,19.0,Collision damage,8.11999999999999,20.0,2022,Marina Bay,113.292,2.616500000000002,-0.4585000000000064
339,ZHO,Alfa Romeo,14.0,20.0,Collision,6.1059999999999945,15.0,2022,Marina Bay,111.8015,1.4655000000000058,0.11564285714286027
340,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2022,Suzuka,106.783,-0.21999999999999886,0.8814175824175821
341,PER,Red Bull Racing,4.0,2.0,Finished,0.40500000000000114,4.0,2022,Suzuka,107.003,0.21999999999999886,0.8731818181818229
342,LEC,Ferrari,2.0,3.0,Finished,0.009999999999990905,2.0,2022,Suzuka,104.913,-0.9909999999999997,
343,OCO,Alpine,5.0,4.0,Finished,0.8610000000000042,5.0,2022,Suzuka,104.984,-1.7140000000000128,
344,HAM,Mercedes,6.0,5.0,Finished,0.9569999999999936,6.0,2022,Suzuka,108.889,3.1509999999999962,-0.16652941176470437
345,VET,Aston Martin,9.0,6.0,Finished,1.25,9.0,2022,Suzuka,106.97149999999999,-1.467000000000013,0.9134266666666593
346,ALO,Alpine,7.0,7.0,Finished,1.0180000000000007,7.0,2022,Suzuka,106.69800000000001,1.7140000000000128,
347,RUS,Mercedes,8.0,8.0,Finished,1.0849999999999937,8.0,2022,Suzuka,105.738,-3.1509999999999962,0.7853999999999949
348,LAT,Williams,20.0,9.0,Finished,2.2069999999999936,20.0,2022,Suzuka,114.396,3.0319999999999965,1.022893835616438
349,NOR,McLaren,10.0,10.0,Finished,1.698999999999998,10.0,2022,Suzuka,106.135,-2.2480000000000047,
350,RIC,McLaren,11.0,11.0,Finished,1.355000000000004,11.0,2022,Suzuka,108.38300000000001,2.2480000000000047,
351,STR,Aston Martin,19.0,12.0,Finished,2.114999999999995,19.0,2022,Suzuka,108.4385,1.467000000000013,2.0051272727272713
352,TSU,AlphaTauri,13.0,13.0,Finished,1.5040000000000049,13.0,2022,Suzuka,107.96700000000001,0.4760000000000133,0.4872307692307699
353,MAG,Haas F1 Team,18.0,14.0,Finished,2.048000000000002,18.0,2022,Suzuka,113.40299999999999,,
354,BOT,Alfa Romeo,12.0,15.0,Finished,1.4050000000000011,12.0,2022,Suzuka,107.491,-3.721999999999994,1.479964285714291
355,ZHO,Alfa Romeo,14.0,16.0,Finished,1.649000000000001,14.0,2022,Suzuka,111.213,3.721999999999994,2.055964285714285
356,MSC,Haas F1 Team,15.0,17.0,Finished,2.134999999999991,15.0,2022,Suzuka,,,
357,GAS,AlphaTauri,17.0,18.0,Finished,2.0180000000000007,17.0,2022,Suzuka,107.491,-0.4760000000000133,
358,SAI,Ferrari,3.0,19.0,Accident,0.05700000000000216,3.0,2022,Suzuka,105.904,0.9909999999999997,0.05500000000000629
359,ALB,Williams,16.0,20.0,Hydraulics,2.007000000000005,16.0,2022,Suzuka,111.364,-3.0319999999999965,3.413567567567571
360,VER,Red Bull Racing,2.0,1.0,Finished,0.09199999999999875,3.0,2022,Austin,102.1965,-0.38299999999999557,-0.02391428571428275
361,HAM,Mercedes,3.0,2.0,Finished,0.5910000000000082,5.0,2022,Austin,102.377,-0.2535000000000025,-0.06164285714285367
362,LEC,Ferrari,12.0,3.0,Finished,0.06500000000001194,2.0,2022,Austin,101.456,-0.6995000000000005,0.021955844155851802
363,PER,Red Bull Racing,9.0,4.0,Finished,0.2890000000000015,4.0,2022,Austin,102.5795,0.38299999999999557,0.00032857142857563304
364,RUS,Mercedes,4.0,5.0,Finished,0.632000000000005,6.0,2022,Austin,102.6305,0.2535000000000025,0.6051428571428608
365,NOR,McLaren,6.0,6.0,Finished,1.3340000000000032,8.0,2022,Austin,102.914,0.7434999999999974,0.3522285714285733
366,ALO,Alpine,14.0,7.0,Finished,1.5200000000000102,9.0,2022,Austin,104.34,0.33100000000000307,-0.031785714285710205
367,VET,Aston Martin,10.0,8.0,Finished,2.0420000000000016,12.0,2022,Austin,104.02199999999999,0.8244999999999862,0.03530000000000223
368,MAG,Haas F1 Team,13.0,9.0,Finished,2.5930000000000035,16.0,2022,Austin,103.867,0.14300000000000068,0.16267142857143221
369,TSU,AlphaTauri,19.0,10.0,Finished,2.791000000000011,15.0,2022,Austin,104.05,0.9249999999999972,0.20261428571428972
370,OCO,Alpine,0.0,11.0,Finished,2.7120000000000033,18.0,2022,Austin,104.009,-0.33100000000000307,0.0986285714285761
371,ZHO,Alfa Romeo,18.0,12.0,Finished,2.6140000000000043,14.0,2022,Austin,103.3605,0.5414999999999992,0.02400000000000403
372,ALB,Williams,8.0,13.0,Finished,2.0120000000000005,11.0,2022,Austin,104.327,-0.7810000000000059,-0.039585714285708395
373,GAS,AlphaTauri,11.0,14.0,Finished,2.3840000000000003,13.0,2022,Austin,103.125,-0.9249999999999972,0.2397571428571452
374,MSC,Haas F1 Team,16.0,15.0,Finished,2.7550000000000097,19.0,2022,Austin,103.724,-0.14300000000000068,0.14795714285714498
375,RIC,McLaren,15.0,16.0,Finished,2.690000000000012,17.0,2022,Austin,102.1705,-0.7434999999999974,-1.2772380952380913
376,LAT,Williams,17.0,17.0,Finished,2.8880000000000052,20.0,2022,Austin,105.108,0.7810000000000059,-0.1193142857142785
377,STR,Aston Martin,5.0,18.0,Collision,1.2420000000000044,7.0,2022,Austin,103.1975,-0.8244999999999862,0.036171428571432025
378,BOT,Alfa Romeo,7.0,19.0,Spun off,1.963000000000008,10.0,2022,Austin,102.819,-0.5414999999999992,-0.17699924812029372
379,SAI,Ferrari,1.0,20.0,Collision damage,0.0,1.0,2022,Austin,102.1555,0.6995000000000005,0.1575285714285765
380,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2022,Mexico City,83.715,-0.2079999999999984,0.1587777777777802
381,HAM,Mercedes,3.0,2.0,Finished,0.3089999999999975,3.0,2022,Mexico City,83.546,0.48749999999999716,0.11633868092691457
382,PER,Red Bull Racing,4.0,3.0,Finished,0.35299999999999443,4.0,2022,Mexico City,83.923,0.2079999999999984,0.06477478354978636
383,RUS,Mercedes,2.0,4.0,Finished,0.30399999999998784,2.0,2022,Mexico City,83.05850000000001,-0.48749999999999716,0.12297142857142926
384,SAI,Ferrari,5.0,5.0,Finished,0.5759999999999934,5.0,2022,Mexico City,84.053,1.3960000000000008,0.14157979797979894
385,LEC,Ferrari,7.0,6.0,Finished,0.7800000000000011,7.0,2022,Mexico City,82.657,-1.3960000000000008,
386,RIC,McLaren,11.0,7.0,+1 Lap,1.5499999999999972,11.0,2022,Mexico City,84.32900000000001,-0.37699999999999534,-0.020450793650792016
387,OCO,Alpine,10.0,8.0,+1 Lap,1.2349999999999994,10.0,2022,Mexico City,83.379,-1.3349999999999937,-0.8249642857142853
388,NOR,McLaren,8.0,9.0,+1 Lap,0.945999999999998,8.0,2022,Mexico City,84.706,0.37699999999999534,0.15416666666666848
389,BOT,Alfa Romeo,6.0,10.0,+1 Lap,0.6259999999999906,6.0,2022,Mexico City,84.3575,-0.8055000000000092,0.09691666666666864
