,Driver,TeamName_x,GridPosition,Finish_Position,Status,Median_lap_time,team_dif,Deg_Rate_Weighted,delta_to_pole,Qual_Position,Year,Location,dnf,fp2_median_pace,fp2_team_dif,fp2_deg_rate
28,MAG,Haas F1 Team,10.0,9.0,Finished,95.574,,-0.062071428571430894,1.387999999999991,10.0,2022,Jeddah,False,130.464,33.18899999999999,-0.7467857142857134
29,HAM,Mercedes,15.0,10.0,Finished,95.048,0.8120000000000118,-0.2446285714285786,2.1430000000000007,16.0,2022,Jeddah,False,95.852,-0.35999999999999943,0.025933333333333655
30,ZHO,Alfa Romeo,12.0,11.0,Finished,96.2805,-0.009500000000002728,-0.15722186781997308,1.6189999999999998,13.0,2022,Jeddah,False,96.665,2.9055000000000035,-0.043129365079365024
31,HUL,Aston Martin,17.0,12.0,Finished,96.594,0.35299999999999443,-0.07308571428571,2.3430000000000035,18.0,2022,Jeddah,False,96.73849999999999,-1.247000000000014,-0.4659738095238075
32,STR,Aston Martin,13.0,13.0,+1 Lap,96.241,-0.35299999999999443,-0.10334253081533375,2.8089999999999975,15.0,2022,Jeddah,False,97.9855,1.247000000000014,0.35785714285714354
33,ALB,Williams,16.0,14.0,Collision damage,96.424,-1.7604999999999933,-0.11815240868483688,2.2920000000000016,17.0,2022,Jeddah,False,95.996,-0.909000000000006,-1.1430568922305693
34,BOT,Alfa Romeo,8.0,15.0,Cooling system,96.29,0.009500000000002728,-0.20007252747252763,0.9830000000000041,8.0,2022,Jeddah,False,93.7595,-2.9055000000000035,1.73180000000001
35,ALO,Alpine,7.0,16.0,Water pump,96.152,0.6694999999999993,-0.19766785714285673,0.9470000000000027,7.0,2022,Jeddah,False,96.081,-0.42900000000000205,0.9808944444444477
36,RIC,McLaren,14.0,17.0,Gearbox,95.955,-0.2185000000000059,-0.0629087999999992,1.5729999999999933,12.0,2022,Jeddah,False,96.671,0.14000000000000057,0.17502083333334006
37,LAT,Williams,18.0,18.0,Accident,98.1845,1.7604999999999933,,3.6169999999999902,19.0,2022,Jeddah,False,96.905,0.909000000000006,0.14949267399267874
38,TSU,AlphaTauri,19.0,19.0,Power Unit,,,,,20.0,2022,Jeddah,False,96.69800000000001,0.4380000000000024,-0.13533174603174594
39,MSC,Haas F1 Team,,,Withdrew,,,,1.7199999999999989,14.0,2022,Jeddah,False,97.275,-33.18899999999999,2.6770923076923117
40,LEC,Ferrari,1.0,1.0,Finished,82.26050000000001,-16.7675,-0.061584019495624705,0.0,1.0,2022,Melbourne,False,83.586,-0.44299999999999784,-0.3861571428571341
41,PER,Red Bull Racing,3.0,2.0,Finished,82.805,-0.9489999999999981,-0.07795066727265317,0.3719999999999999,3.0,2022,Melbourne,False,83.663,-0.1560000000000059,-0.15220000000000064
42,RUS,Mercedes,6.0,3.0,Finished,83.588,0.34600000000000364,-0.0875846102721263,1.065000000000012,6.0,2022,Melbourne,False,86.463,-0.5960000000000036,1.482635403726704
43,HAM,Mercedes,5.0,4.0,Finished,83.24199999999999,-0.34600000000000364,-0.08772820588561063,0.9570000000000078,5.0,2022,Melbourne,False,87.059,0.5960000000000036,1.7281000000000117
44,NOR,McLaren,4.0,5.0,Finished,84.459,0.22100000000000364,-0.07199067264388756,0.835000000000008,4.0,2022,Melbourne,False,84.818,-0.5010000000000048,0.12256666666666743
45,RIC,McLaren,7.0,6.0,Finished,84.238,-0.22100000000000364,-0.09138260163201953,1.1640000000000015,7.0,2022,Melbourne,False,85.319,0.5010000000000048,0.17191666666666539
46,OCO,Alpine,8.0,7.0,Finished,84.507,-0.32550000000000523,-0.07489169908780555,1.193000000000012,8.0,2022,Melbourne,False,85.037,0.7755000000000081,-0.6666071428571337
47,BOT,Alfa Romeo,12.0,8.0,Finished,84.5995,-0.24549999999999272,-0.11477029871136844,1.5420000000000016,12.0,2022,Melbourne,False,84.97149999999999,-0.6835000000000093,-1.6019515444015404
48,GAS,AlphaTauri,11.0,9.0,Finished,84.66,-0.3545000000000016,-0.07608377949266941,1.358000000000004,11.0,2022,Melbourne,False,85.1185,0.12749999999999773,1.2393357142857122
49,ALB,Williams,20.0,10.0,Finished,84.71,-0.3889999999999958,,2.26700000000001,16.0,2022,Melbourne,False,85.6695,-0.1490000000000009,0.11040683229813786
50,ZHO,Alfa Romeo,14.0,11.0,Finished,84.845,0.24549999999999272,-0.06853254809289919,2.287000000000006,14.0,2022,Melbourne,False,85.655,0.6835000000000093,-3.013633333333328
51,STR,Aston Martin,19.0,12.0,Finished,84.966,-1.108000000000004,-0.059416937890936994,,20.0,2022,Melbourne,False,85.336,,-0.39798461538460467
52,MSC,Haas F1 Team,15.0,13.0,+1 Lap,84.5375,-0.522500000000008,-0.02987721839913136,2.5970000000000084,15.0,2022,Melbourne,False,85.602,0.7070000000000078,-1.153949999999994
