,Unnamed: 0,Driver,TeamName_x,GridPosition,Finish_Position,Status,delta_to_pole,Qual_Position,Year,Location,fp2_median_pace,fp2_team_dif,fp2_deg_rate
213,213,ALB,Williams,16.0,15.0,Lapped,1.4220000000000113,16.0,2024,Spielberg,,,
214,214,BOT,Kick Sauber,18.0,16.0,Lapped,1.5330000000000013,18.0,2024,Spielberg,,,
215,215,ZHO,Kick Sauber,20.0,17.0,Lapped,1.747000000000014,20.0,2024,Spielberg,,,
216,216,ALO,Aston Martin,15.0,18.0,Lapped,1.3250000000000028,15.0,2024,Spielberg,,,
217,217,SAR,Williams,19.0,19.0,Lapped,1.5420000000000016,19.0,2024,Spielberg,,,
218,218,NOR,McLaren,2.0,20.0,Lapped,0.4040000000000106,2.0,2024,Spielberg,,,
219,219,HAM,Mercedes,2.0,1.0,Finished,0.1709999999999922,2.0,2024,Silverstone,92.149,0.0109999999999956,0.280726190476192
220,220,VER,Red Bull Racing,4.0,2.0,Finished,0.3840000000000003,4.0,2024,Silverstone,92.035,-0.546999999999997,0.0349454545454533
221,221,NOR,McLaren,3.0,3.0,Finished,0.2109999999999985,3.0,2024,Silverstone,92.07,0.1280000000000001,-0.2988446115288198
222,222,PIA,McLaren,5.0,4.0,Finished,0.4179999999999921,5.0,2024,Silverstone,91.942,-0.1280000000000001,0.3046571428571435
223,223,SAI,Ferrari,7.0,5.0,Finished,0.6899999999999977,7.0,2024,Silverstone,92.76,0.1850000000000022,0.9417142857142884
224,224,HUL,Haas F1 Team,6.0,6.0,Finished,0.5189999999999912,6.0,2024,Silverstone,93.8685,-22.16249999999999,1.249482142857147
225,225,STR,Aston Martin,8.0,7.0,Finished,0.7659999999999911,8.0,2024,Silverstone,93.0175,-0.1020000000000038,0.1809714285714268
226,226,ALO,Aston Martin,10.0,8.0,Finished,1.097999999999999,10.0,2024,Silverstone,93.1195,0.1020000000000038,0.0752562500000028
227,227,ALB,Williams,9.0,9.0,Finished,0.820999999999998,9.0,2024,Silverstone,92.793,-0.7150000000000034,-0.1024124999999952
228,228,TSU,RB,13.0,10.0,Finished,1.4500000000000028,13.0,2024,Silverstone,93.517,0.1329999999999955,0.7292153846153874
229,229,SAR,Williams,12.0,11.0,Finished,1.3559999999999943,12.0,2024,Silverstone,93.508,0.7150000000000034,1.505763888888894
230,230,MAG,Haas F1 Team,17.0,12.0,Finished,7.0859999999999985,17.0,2024,Silverstone,116.031,22.16249999999999,-0.5676785714285644
231,231,RIC,RB,15.0,13.0,Lapped,2.1299999999999955,15.0,2024,Silverstone,93.384,-0.1329999999999955,0.0758125000000036
232,232,LEC,Ferrari,11.0,14.0,Lapped,1.2779999999999916,11.0,2024,Silverstone,92.575,-0.1850000000000022,-1.026185714285714
233,233,BOT,Kick Sauber,16.0,15.0,Lapped,6.611999999999995,16.0,2024,Silverstone,91.3455,-2.441500000000005,1.224300000000021
234,234,OCO,Alpine,18.0,16.0,Lapped,8.738,18.0,2024,Silverstone,93.0685,-0.2069999999999936,-0.8691619047619074
235,235,PER,Red Bull Racing,20.0,17.0,Lapped,12.528999999999996,19.0,2024,Silverstone,92.582,0.546999999999997,0.1232000000000014
236,236,ZHO,Kick Sauber,14.0,18.0,Lapped,2.048000000000002,14.0,2024,Silverstone,93.787,2.441500000000005,4.648457142857142
237,237,RUS,Mercedes,1.0,19.0,Retired,0.0,1.0,2024,Silverstone,92.138,-0.0109999999999956,0.2007500000000011
238,238,GAS,Alpine,19.0,20.0,Did not start,13.985,20.0,2024,Silverstone,93.2755,0.2069999999999936,0.6108817972350234
239,239,PIA,McLaren,2.0,1.0,Finished,0.0219999999999913,2.0,2024,Budapest,84.89349999999999,0.8404999999999916,16.104599999999955
240,240,NOR,McLaren,1.0,2.0,Finished,0.0,1.0,2024,Budapest,84.053,-0.8404999999999916,0.1116904761904732
241,241,HAM,Mercedes,5.0,3.0,Finished,0.6269999999999953,5.0,2024,Budapest,84.734,0.1324999999999931,2.9441878787878815
242,242,LEC,Ferrari,6.0,4.0,Finished,0.6779999999999973,6.0,2024,Budapest,101.256,16.566000000000003,
243,243,VER,Red Bull Racing,3.0,5.0,Finished,0.0459999999999922,3.0,2024,Budapest,84.1845,0.1910000000000025,1.9025833333333333
244,244,SAI,Ferrari,4.0,6.0,Finished,0.4689999999999941,4.0,2024,Budapest,84.69,-16.566000000000003,2.1972202797202782
245,245,PER,Red Bull Racing,16.0,7.0,Finished,2.658999999999992,16.0,2024,Budapest,83.9935,-0.1910000000000025,5.351654761904768
246,246,RUS,Mercedes,17.0,8.0,Finished,2.7409999999999997,17.0,2024,Budapest,84.6015,-0.1324999999999931,-0.1823666666666658
247,247,TSU,RB,10.0,9.0,Finished,1.25,10.0,2024,Budapest,80.627,-4.018000000000001,
248,248,STR,Aston Martin,8.0,10.0,Finished,1.016999999999996,8.0,2024,Budapest,85.37,0.0074999999999931,2.441996875000005
249,249,ALO,Aston Martin,7.0,11.0,Finished,0.8160000000000025,7.0,2024,Budapest,85.36250000000001,-0.0074999999999931,1.2098017316017315
250,250,RIC,RB,9.0,12.0,Lapped,1.2199999999999989,9.0,2024,Budapest,84.645,4.018000000000001,3.040036363636363
251,251,HUL,Haas F1 Team,11.0,13.0,Lapped,1.0899999999999892,11.0,2024,Budapest,85.3385,0.316999999999993,4.962809523809522
252,252,ALB,Williams,13.0,14.0,Lapped,1.2019999999999982,13.0,2024,Budapest,84.706,-0.4869999999999947,1.9920363636363627
253,253,MAG,Haas F1 Team,15.0,15.0,Lapped,1.320999999999998,15.0,2024,Budapest,85.0215,-0.316999999999993,0.5639666666666692
254,254,BOT,Kick Sauber,12.0,16.0,Lapped,1.1569999999999965,12.0,2024,Budapest,84.672,-1.1099999999999994,3.5211818181818173
255,255,SAR,Williams,14.0,17.0,Lapped,1.3160000000000025,14.0,2024,Budapest,85.193,0.4869999999999947,2.1254545454545486
256,256,OCO,Alpine,19.0,18.0,Lapped,2.8220000000000027,19.0,2024,Budapest,84.947,0.4714999999999918,3.323355555555553
257,257,ZHO,Kick Sauber,18.0,19.0,Lapped,2.8100000000000023,18.0,2024,Budapest,85.782,1.1099999999999994,2.408083916083916
258,258,GAS,Alpine,20.0,20.0,Retired,2.938999999999993,20.0,2024,Budapest,84.47550000000001,-0.4714999999999918,1.90688636363637
259,259,HAM,Mercedes,3.0,1.0,Finished,0.6759999999999877,4.0,2024,Spa-Francorchamps,109.94,-0.2950000000000017,1.1556912646675377
260,260,PIA,McLaren,5.0,2.0,Finished,0.867999999999995,6.0,2024,Spa-Francorchamps,108.868,0.0339999999999918,2.15798717948718
261,261,LEC,Ferrari,1.0,3.0,Finished,0.5949999999999989,2.0,2024,Spa-Francorchamps,109.803,0.2800000000000011,0.2471785714285656
262,262,VER,Red Bull Racing,11.0,4.0,Finished,0.0,1.0,2024,Spa-Francorchamps,108.8625,-1.1774999999999949,2.2177454212454255
263,263,NOR,McLaren,4.0,5.0,Finished,0.8219999999999885,5.0,2024,Spa-Francorchamps,108.834,-0.0339999999999918,2.7031999999999976
264,264,SAI,Ferrari,7.0,6.0,Finished,1.3179999999999978,8.0,2024,Spa-Francorchamps,109.523,-0.2800000000000011,0.2048333333333321
265,265,PER,Red Bull Racing,2.0,7.0,Finished,0.6059999999999945,3.0,2024,Spa-Francorchamps,110.04,1.1774999999999949,0.225650349650348
266,266,ALO,Aston Martin,8.0,8.0,Finished,1.6059999999999943,9.0,2024,Spa-Francorchamps,110.166,-0.3125,2.3618809523809494
267,267,OCO,Alpine,9.0,9.0,Finished,1.6509999999999962,10.0,2024,Spa-Francorchamps,109.576,-0.5270000000000152,0.2554833333333343
268,268,RIC,RB,13.0,10.0,Finished,1.522999999999996,13.0,2024,Spa-Francorchamps,109.951,-1.667500000000004,0.4994999999999969
269,269,STR,Aston Martin,15.0,11.0,Finished,2.556999999999988,15.0,2024,Spa-Francorchamps,110.4785,0.3125,1.9721
270,270,ALB,Williams,10.0,12.0,Finished,1.313999999999993,11.0,2024,Spa-Francorchamps,109.978,-0.2890000000000015,-0.0350666666666672
271,271,GAS,Alpine,12.0,13.0,Finished,1.475999999999999,12.0,2024,Spa-Francorchamps,110.103,0.5270000000000152,0.4166000000000093
272,272,MAG,Haas F1 Team,17.0,14.0,Finished,3.340999999999994,17.0,2024,Spa-Francorchamps,110.663,-0.0319999999999964,1.780450000000006
273,273,BOT,Kick Sauber,14.0,15.0,Finished,1.6049999999999898,14.0,2024,Spa-Francorchamps,110.956,-0.0054999999999978,1.6549212121212125
274,274,TSU,RB,20.0,16.0,Finished,3.4339999999999975,18.0,2024,Spa-Francorchamps,111.6185,1.667500000000004,1.335845454545454
275,275,SAR,Williams,18.0,17.0,Finished,4.070999999999998,19.0,2024,Spa-Francorchamps,110.267,0.2890000000000015,0.1763500000000101
276,276,HUL,Haas F1 Team,16.0,18.0,Finished,3.149000000000001,16.0,2024,Spa-Francorchamps,110.695,0.0319999999999964,1.8484848484848504
277,277,ZHO,Kick Sauber,19.0,19.0,Retired,4.616,20.0,2024,Spa-Francorchamps,110.9615,0.0054999999999978,1.6307333333333356
278,278,RUS,Mercedes,6.0,20.0,Disqualified,1.0249999999999917,7.0,2024,Spa-Francorchamps,110.235,0.2950000000000017,0.1555545454545479
279,279,NOR,McLaren,1.0,1.0,Finished,0.0,1.0,2024,Zandvoort,75.634,-0.5395000000000039,1.1734987974987985
280,280,VER,Red Bull Racing,2.0,2.0,Finished,0.3559999999999945,2.0,2024,Zandvoort,75.765,-0.8559999999999945,0.9998875000000016
281,281,LEC,Ferrari,6.0,3.0,Finished,0.9089999999999918,6.0,2024,Zandvoort,76.581,2.890000000000001,1.8730178571428584
282,282,PIA,McLaren,3.0,4.0,Finished,0.4989999999999952,3.0,2024,Zandvoort,76.1735,0.5395000000000039,0.6372529375386494
283,283,SAI,Ferrari,10.0,5.0,Finished,1.2409999999999997,10.0,2024,Zandvoort,73.691,-2.890000000000001,
284,284,PER,Red Bull Racing,5.0,6.0,Finished,0.742999999999995,5.0,2024,Zandvoort,76.621,0.8559999999999945,2.4399201680672298
285,285,RUS,Mercedes,4.0,7.0,Finished,0.570999999999998,4.0,2024,Zandvoort,75.7595,-0.1935000000000002,1.2868566433566448
286,286,HAM,Mercedes,14.0,8.0,Finished,1.2749999999999917,11.0,2024,Zandvoort,75.953,0.1935000000000002,-0.0647657142857072
287,287,GAS,Alpine,9.0,9.0,Lapped,1.304000000000002,9.0,2024,Zandvoort,77.046,-0.068499999999986,0.1325972222222233
288,288,ALO,Aston Martin,7.0,10.0,Lapped,0.9599999999999936,7.0,2024,Zandvoort,76.7305,0.0975000000000108,0.7810628117913863
289,289,HUL,Haas F1 Team,12.0,11.0,Lapped,1.5420000000000016,13.0,2024,Zandvoort,88.34,11.230000000000004,
290,290,RIC,RB,13.0,12.0,Lapped,2.269999999999996,15.0,2024,Zandvoort,77.0515,0.3285000000000053,-0.1536643990929682
291,291,STR,Aston Martin,8.0,13.0,Lapped,1.1839999999999975,8.0,2024,Zandvoort,76.633,-0.0975000000000108,-0.3714875180375165
292,292,ALB,Williams,19.0,14.0,Lapped,0.980000000000004,10.0,2024,Zandvoort,76.247,-0.6385000000000076,0.9368112244897928
293,293,OCO,Alpine,15.0,15.0,Lapped,2.3220000000000027,16.0,2024,Zandvoort,77.11449999999999,0.068499999999986,-0.043401098901097
294,294,SAR,Williams,18.0,16.0,Lapped,,20.0,2024,Zandvoort,76.88550000000001,0.6385000000000076,2.8257870129870173
295,295,TSU,RB,11.0,17.0,Lapped,1.2819999999999965,12.0,2024,Zandvoort,76.723,-0.3285000000000053,0.2583016923076966
296,296,MAG,Haas F1 Team,20.0,18.0,Lapped,1.622,14.0,2024,Zandvoort,77.11,-11.230000000000004,0.485422004357304
297,297,BOT,Kick Sauber,16.0,19.0,Lapped,2.4950000000000045,17.0,2024,Zandvoort,77.5355,-1.028499999999994,0.2351913912174815
298,298,ZHO,Kick Sauber,17.0,20.0,Lapped,3.587999999999994,18.0,2024,Zandvoort,78.564,1.028499999999994,1.1526064102564104
299,299,LEC,Ferrari,4.0,1.0,Finished,0.1340000000000003,4.0,2024,Monza,85.136,-0.4140000000000015,1.955489510489511
300,300,PIA,McLaren,2.0,2.0,Finished,0.1090000000000088,2.0,2024,Monza,85.31899999999999,-0.1700000000000159,0.0901575757575816
301,301,NOR,McLaren,1.0,3.0,Finished,0.0,1.0,2024,Monza,85.489,0.1700000000000159,1.8141608391608417
302,302,SAI,Ferrari,5.0,4.0,Finished,0.1400000000000005,5.0,2024,Monza,85.55,0.4140000000000015,0.246838095238096
303,303,HAM,Mercedes,6.0,5.0,Finished,0.186000000000007,6.0,2024,Monza,85.424,-0.1354999999999933,2.3049230769230773
304,304,VER,Red Bull Racing,7.0,6.0,Finished,0.6950000000000074,7.0,2024,Monza,85.459,0.554000000000002,1.5670219780219772
305,305,RUS,Mercedes,3.0,7.0,Finished,0.1129999999999995,3.0,2024,Monza,85.5595,0.1354999999999933,-0.1833714285714295
306,306,PER,Red Bull Racing,8.0,8.0,Finished,0.7349999999999994,8.0,2024,Monza,84.905,-0.554000000000002,4.98002857142857
307,307,ALB,Williams,9.0,9.0,Finished,0.9720000000000084,9.0,2024,Monza,85.747,0.6799999999999926,1.5536132203389803
308,308,MAG,Haas F1 Team,13.0,10.0,Finished,1.3709999999999951,13.0,2024,Monza,82.775,-3.096999999999994,
309,309,ALO,Aston Martin,11.0,11.0,Finished,1.0940000000000083,11.0,2024,Monza,85.941,0.0174999999999982,-0.5175666666666623
310,310,COL,Williams,18.0,12.0,Finished,1.7340000000000089,18.0,2024,Monza,85.06700000000001,-0.6799999999999926,8.732954285714289
311,311,RIC,RB,12.0,13.0,Finished,1.152000000000001,12.0,2024,Monza,85.933,-0.4209999999999922,0.4219142857142818
312,312,OCO,Alpine,15.0,14.0,Lapped,1.4390000000000072,15.0,2024,Monza,82.776,-19.74300000000001,
313,313,GAS,Alpine,14.0,15.0,Lapped,1.4110000000000014,14.0,2024,Monza,102.519,19.74300000000001,3.5370936507936626
314,314,BOT,Kick Sauber,19.0,16.0,Lapped,1.774000000000001,19.0,2024,Monza,86.621,-1.1825000000000043,0.4092383838383858
315,315,HUL,Haas F1 Team,10.0,17.0,Lapped,1.0120000000000005,10.0,2024,Monza,85.872,3.096999999999994,0.1521071428571458
316,316,ZHO,Kick Sauber,20.0,18.0,Lapped,2.117999999999995,20.0,2024,Monza,87.8035,1.1825000000000043,0.4237663865546257
317,317,STR,Aston Martin,17.0,19.0,Lapped,1.686000000000007,17.0,2024,Monza,85.9235,-0.0174999999999982,-0.4496090909090911
318,318,TSU,RB,16.0,20.0,Retired,1.617999999999995,16.0,2024,Monza,86.354,0.4209999999999922,8.882799999999994
319,319,PIA,McLaren,2.0,1.0,Finished,0.3210000000000121,2.0,2024,Baku,109.3775,0.1045000000000015,0.026017241379308
320,320,LEC,Ferrari,1.0,2.0,Finished,0.0,1.0,2024,Baku,106.2105,-2.880499999999998,
321,321,RUS,Mercedes,5.0,3.0,Finished,0.5090000000000003,5.0,2024,Baku,108.1165,3.1225000000000023,0.113020833333331
322,322,NOR,McLaren,15.0,4.0,Finished,2.244,16.0,2024,Baku,109.273,-0.1045000000000015,0.2886000000000028
323,323,VER,Red Bull Racing,6.0,5.0,Finished,0.6580000000000013,6.0,2024,Baku,110.27,1.1354999999999933,0.0223559322033873
324,324,ALO,Aston Martin,7.0,6.0,Finished,1.0040000000000049,8.0,2024,Baku,111.533,1.5564999999999998,-0.0159872881355955
325,325,ALB,Williams,9.0,7.0,Finished,1.4939999999999998,10.0,2024,Baku,109.9145,-0.8689999999999998,-0.2720344827586173
326,326,COL,Williams,8.0,8.0,Finished,1.1650000000000065,9.0,2024,Baku,110.7835,0.8689999999999998,0.530293103448275
327,327,HAM,Mercedes,19.0,9.0,Finished,0.9240000000000066,7.0,2024,Baku,104.994,-3.1225000000000023,
328,328,BEA,Haas F1 Team,10.0,10.0,Finished,1.6030000000000086,11.0,2024,Baku,110.225,-0.8590000000000089,0.0210062499999991
329,329,HUL,Haas F1 Team,12.0,11.0,Finished,1.8260000000000076,13.0,2024,Baku,111.084,0.8590000000000089,2.203656351791531
330,330,GAS,Alpine,18.0,12.0,Finished,1.8140000000000072,15.0,2024,Baku,110.189,0.3569999999999993,4.998350000000001
331,331,RIC,RB,14.0,13.0,Finished,2.182000000000002,15.0,2024,Baku,111.034,0.4550000000000125,0.2513881064162773
332,332,ZHO,Kick Sauber,17.0,14.0,Finished,2.881,18.0,2024,Baku,108.947,-1.8400000000000032,-3.333034624697332
333,333,OCO,Alpine,20.0,15.0,Lapped,3.13900000000001,19.0,2024,Baku,109.832,-0.3569999999999993,-0.9494411764705764
334,334,BOT,Kick Sauber,16.0,16.0,Lapped,2.253,17.0,2024,Baku,110.787,1.8400000000000032,0.2923580481407842
335,335,PER,Red Bull Racing,4.0,17.0,Retired,0.4480000000000075,4.0,2024,Baku,109.1345,-1.1354999999999933,0.2221610169491505
336,336,SAI,Ferrari,3.0,18.0,Retired,0.4400000000000119,3.0,2024,Baku,109.091,2.880499999999998,1.3835423728813554
337,337,STR,Aston Martin,13.0,19.0,Retired,2.0390000000000015,14.0,2024,Baku,109.9765,-1.5564999999999998,5.035499999999995
338,338,TSU,RB,11.0,20.0,Retired,1.6700000000000017,12.0,2024,Baku,110.579,-0.4550000000000125,-0.198330203442878
339,339,NOR,McLaren,1.0,1.0,Finished,0.0,1.0,2024,Marina Bay,97.022,-0.3699999999999903,0.3516142857142818
340,340,VER,Red Bull Racing,2.0,2.0,Finished,0.2029999999999887,2.0,2024,Marina Bay,97.215,-1.1409999999999911,0.2619999999999985
341,341,PIA,McLaren,5.0,3.0,Finished,0.4279999999999972,5.0,2024,Marina Bay,97.392,0.3699999999999903,4.486628571428572
342,342,RUS,Mercedes,4.0,4.0,Finished,0.3419999999999987,4.0,2024,Marina Bay,97.724,0.6570000000000107,1.2865942028985498
343,343,LEC,Ferrari,9.0,5.0,Finished,0.2219999999999942,9.0,2024,Marina Bay,97.221,-0.5724999999999909,0.1965571428571445
344,344,HAM,Mercedes,3.0,6.0,Finished,0.3159999999999883,3.0,2024,Marina Bay,97.067,-0.6570000000000107,0.5028999999999998
345,345,SAI,Ferrari,10.0,7.0,Finished,0.5829999999999984,10.0,2024,Marina Bay,97.7935,0.5724999999999909,0.0901287671232884
346,346,ALO,Aston Martin,7.0,8.0,Lapped,0.688999999999993,7.0,2024,Marina Bay,98.1505,4.384999999999991,-3.663009459459459
347,347,HUL,Haas F1 Team,6.0,9.0,Lapped,0.5899999999999892,6.0,2024,Marina Bay,98.0275,-0.5494999999999948,0.0194594594594677
348,348,PER,Red Bull Racing,13.0,10.0,Lapped,1.0539999999999878,13.0,2024,Marina Bay,98.356,1.1409999999999911,-0.3786891891891904
349,349,COL,Williams,12.0,11.0,Lapped,0.9559999999999887,12.0,2024,Marina Bay,97.424,-0.1299999999999954,-0.0576207792207731
350,350,TSU,RB,8.0,12.0,Lapped,0.8289999999999935,8.0,2024,Marina Bay,98.5405,-0.352499999999992,0.8485462249614751
351,351,OCO,Alpine,15.0,13.0,Lapped,1.2439999999999998,15.0,2024,Marina Bay,98.012,0.7819999999999965,0.3206904761904793
352,352,STR,Aston Martin,17.0,14.0,Lapped,1.5689999999999884,17.0,2024,Marina Bay,93.7655,-4.384999999999991,-0.0307500000000033
353,353,ZHO,Kick Sauber,20.0,15.0,Lapped,2.5289999999999964,20.0,2024,Marina Bay,98.5955,-0.7685000000000031,-0.7871085714285797
354,354,BOT,Kick Sauber,19.0,16.0,Lapped,2.046999999999997,19.0,2024,Marina Bay,99.364,0.7685000000000031,0.7024555555555598
355,355,GAS,Alpine,18.0,17.0,Lapped,1.786999999999992,18.0,2024,Marina Bay,97.23,-0.7819999999999965,0.1980285714285691
356,356,RIC,RB,16.0,18.0,Lapped,1.559999999999988,16.0,2024,Marina Bay,98.893,0.352499999999992,0.19630919765166
357,357,MAG,Haas F1 Team,14.0,19.0,Retired,1.128,14.0,2024,Marina Bay,98.577,0.5494999999999948,-0.0114000000000059
358,358,ALB,Williams,11.0,20.0,Retired,0.948999999999998,11.0,2024,Marina Bay,97.554,0.1299999999999954,-0.1751000000000064
359,359,LEC,Ferrari,4.0,1.0,Finished,0.4099999999999966,4.0,2024,Austin,,,
360,360,SAI,Ferrari,3.0,2.0,Finished,0.3220000000000027,3.0,2024,Austin,,,
361,361,VER,Red Bull Racing,2.0,3.0,Finished,0.0310000000000059,2.0,2024,Austin,,,
362,362,NOR,McLaren,1.0,4.0,Finished,0.0,1.0,2024,Austin,,,
363,363,PIA,McLaren,5.0,5.0,Finished,0.6200000000000045,5.0,2024,Austin,,,
364,364,RUS,Mercedes,20.0,6.0,Finished,0.6440000000000055,6.0,2024,Austin,,,
365,365,PER,Red Bull Racing,9.0,7.0,Finished,0.6899999999999977,10.0,2024,Austin,,,
366,366,HUL,Haas F1 Team,11.0,8.0,Finished,1.2139999999999986,12.0,2024,Austin,,,
367,367,LAW,RB,19.0,9.0,Finished,1.0090000000000003,15.0,2024,Austin,,,
368,368,COL,Williams,15.0,10.0,Finished,1.731999999999999,17.0,2024,Austin,,,
369,369,MAG,Haas F1 Team,8.0,11.0,Finished,1.1509999999999962,9.0,2024,Austin,,,
370,370,GAS,Alpine,6.0,12.0,Finished,0.6880000000000024,7.0,2024,Austin,,,
371,371,ALO,Aston Martin,7.0,13.0,Lapped,0.9789999999999992,8.0,2024,Austin,,,
372,372,TSU,RB,10.0,14.0,Lapped,1.176000000000002,11.0,2024,Austin,,,
373,373,STR,Aston Martin,13.0,15.0,Lapped,1.429000000000002,14.0,2024,Austin,,,
374,374,ALB,Williams,14.0,16.0,Lapped,1.7210000000000036,16.0,2024,Austin,,,
375,375,BOT,Kick Sauber,16.0,17.0,Lapped,1.8220000000000027,18.0,2024,Austin,,,
376,376,OCO,Alpine,12.0,18.0,Lapped,1.266999999999996,13.0,2024,Austin,,,
377,377,ZHO,Kick Sauber,18.0,19.0,Lapped,1.897999999999996,20.0,2024,Austin,,,
378,378,HAM,Mercedes,17.0,20.0,Retired,1.823999999999998,19.0,2024,Austin,,,
379,379,SAI,Ferrari,1.0,1.0,Finished,0.0,1.0,2024,Mexico City,81.694,0.1440000000000054,-0.0273878787878776
380,380,NOR,McLaren,3.0,2.0,Finished,0.3140000000000071,3.0,2024,Mexico City,81.957,0.0439999999999969,1.1479657142857107
381,381,LEC,Ferrari,4.0,3.0,Finished,0.3190000000000026,4.0,2024,Mexico City,81.55,-0.1440000000000054,0.2204642857142839
382,382,HAM,Mercedes,6.0,4.0,Finished,0.7049999999999983,6.0,2024,Mexico City,81.962,-28.1105,0.177607142857145
383,383,RUS,Mercedes,5.0,5.0,Finished,0.4099999999999966,5.0,2024,Mexico City,110.0725,28.1105,
384,384,VER,Red Bull Racing,2.0,6.0,Finished,0.2250000000000085,2.0,2024,Mexico City,,,
385,385,MAG,Haas F1 Team,7.0,7.0,Finished,0.9399999999999976,7.0,2024,Mexico City,82.667,-0.031499999999994,-0.0901242424242421
386,386,PIA,McLaren,17.0,8.0,Finished,1.6509999999999962,17.0,2024,Mexico City,81.913,-0.0439999999999969,0.0490952380952336
387,387,HUL,Haas F1 Team,10.0,9.0,Lapped,1.418999999999997,10.0,2024,Mexico City,82.6985,0.031499999999994,0.1240181818181819
388,388,GAS,Alpine,8.0,10.0,Lapped,0.945999999999998,8.0,2024,Mexico City,82.51599999999999,0.0589999999999975,0.1158452380952352
389,389,STR,Aston Martin,14.0,11.0,Lapped,1.347999999999999,14.0,2024,Mexico City,83.037,-0.5049999999999955,0.0811363636363639
390,390,COL,Williams,16.0,12.0,Lapped,1.612000000000009,16.0,2024,Mexico City,82.782,,0.4439642857142808
391,391,OCO,Alpine,0.0,13.0,Lapped,1.6710000000000065,19.0,2024,Mexico City,82.457,-0.0589999999999975,0.1059226190476163
392,392,BOT,Kick Sauber,15.0,14.0,Lapped,1.8709999999999951,15.0,2024,Mexico City,82.905,-0.1500000000000056,0.1809642857142881
393,393,ZHO,Kick Sauber,19.0,15.0,Lapped,2.1260000000000048,20.0,2024,Mexico City,83.055,0.1500000000000056,1.2896179138321986
394,394,LAW,RB,12.0,16.0,Lapped,1.2160000000000082,12.0,2024,Mexico City,82.639,0.1299999999999954,0.0458928571428566
395,395,PER,Red Bull Racing,18.0,17.0,Lapped,1.6650000000000065,18.0,2024,Mexico City,82.5325,,0.2135000000000022
396,396,ALO,Aston Martin,13.0,18.0,Retired,1.2220000000000084,13.0,2024,Mexico City,83.542,0.5049999999999955,1.216075000000001
397,397,ALB,Williams,9.0,19.0,Retired,1.1189999999999998,9.0,2024,Mexico City,,,
398,398,TSU,RB,11.0,20.0,Retired,1.183000000000007,11.0,2024,Mexico City,82.509,-0.1299999999999954,0.0904702380952356
399,399,VER,Red Bull Racing,17.0,1.0,Finished,4.366,12.0,2024,São Paulo,,,
400,400,OCO,Alpine,4.0,2.0,Finished,1.0699999999999932,4.0,2024,São Paulo,,,
401,401,GAS,Alpine,13.0,3.0,Finished,6.209000000000003,15.0,2024,São Paulo,,,
402,402,RUS,Mercedes,2.0,4.0,Finished,0.1730000000000018,2.0,2024,São Paulo,,,
403,403,LEC,Ferrari,6.0,5.0,Finished,1.1200000000000043,6.0,2024,São Paulo,,,
404,404,NOR,McLaren,1.0,6.0,Finished,0.0,1.0,2024,São Paulo,,,
405,405,TSU,RB,3.0,7.0,Finished,0.7060000000000031,3.0,2024,São Paulo,,,
406,406,PIA,McLaren,8.0,8.0,Finished,1.281000000000006,8.0,2024,São Paulo,,,
407,407,LAW,RB,5.0,9.0,Finished,1.0789999999999935,5.0,2024,São Paulo,,,
408,408,HAM,Mercedes,14.0,10.0,Finished,7.7450000000000045,16.0,2024,São Paulo,,,
409,409,PER,Red Bull Racing,12.0,11.0,Finished,4.753,13.0,2024,São Paulo,,,
410,410,BEA,Haas F1 Team,15.0,12.0,Finished,7.823999999999998,17.0,2024,São Paulo,,,
411,411,BOT,Kick Sauber,11.0,13.0,Finished,3.066999999999993,11.0,2024,São Paulo,,,
412,412,ALO,Aston Martin,9.0,14.0,Finished,5.5930000000000035,9.0,2024,São Paulo,,,
413,413,ZHO,Kick Sauber,19.0,15.0,Finished,8.858000000000004,20.0,2024,São Paulo,,,
414,414,SAI,Ferrari,20.0,16.0,Retired,6.001000000000005,14.0,2024,São Paulo,,,
415,415,COL,Williams,16.0,17.0,Retired,7.864999999999995,18.0,2024,São Paulo,,,
416,416,ALB,Williams,7.0,18.0,Did not start,1.2519999999999951,7.0,2024,São Paulo,,,
417,417,STR,Aston Martin,10.0,19.0,Did not start,2.929000000000002,10.0,2024,São Paulo,,,
418,418,HUL,Haas F1 Team,18.0,20.0,Disqualified,8.218000000000004,19.0,2024,São Paulo,,,
419,419,RUS,Mercedes,1.0,1.0,Finished,0.0,1.0,2024,Las Vegas,99.429,0.0409999999999968,2.0778860828488384
420,420,HAM,Mercedes,10.0,2.0,Finished,15.793999999999995,10.0,2024,Las Vegas,99.388,-0.0409999999999968,3.0446533905579383
421,421,SAI,Ferrari,2.0,3.0,Finished,0.0979999999999989,2.0,2024,Las Vegas,101.3,1.0374999999999943,0.1356952063191812
422,422,LEC,Ferrari,4.0,4.0,Finished,0.4710000000000036,4.0,2024,Las Vegas,100.2625,-1.0374999999999943,1.8964332964631117
423,423,VER,Red Bull Racing,5.0,5.0,Finished,0.4849999999999994,5.0,2024,Las Vegas,99.524,0.6610000000000014,1.4826082175925943
424,424,NOR,McLaren,6.0,6.0,Finished,0.695999999999998,6.0,2024,Las Vegas,100.005,1.3519999999999897,1.6231142118863062
