,Driver,TeamName_x,GridPosition,Finish_Position,Status,Median_lap_time,team_dif,Deg_Rate_Weighted,delta_to_pole,Qual_Position,Year,Location,dnf
193,TSU,AlphaTauri,13.0,14.0,Finished,95.521,0.05550000000000921,-0.30514813649070593,3.328000000000003,13.0,2022,Silverstone,False
194,OCO,Alpine,15.0,15.0,Fuel pump,94.99549999999999,1.0124999999999886,-0.32668823066031527,4.206999999999994,15.0,2022,Silverstone,False
195,GAS,AlphaTauri,11.0,16.0,Collision damage,95.46549999999999,-0.05550000000000921,-0.7026905029929441,2.718999999999994,11.0,2022,Silverstone,False
196,BOT,Alfa Romeo,12.0,17.0,Gearbox,95.517,,-0.7522107843137225,3.2489999999999952,12.0,2022,Silverstone,False
197,RUS,Mercedes,8.0,18.0,Collision,,,,1.1779999999999973,8.0,2022,Silverstone,False
198,ZHO,Alfa Romeo,9.0,19.0,Collision,,,,1.73599999999999,9.0,2022,Silverstone,False
199,ALB,Williams,16.0,20.0,Collision,,,,1.0949999999999989,16.0,2022,Silverstone,False
200,LEC,Ferrari,2.0,1.0,Finished,70.13,-0.31100000000000705,0.08450996891296518,0.029000000000010573,2.0,2022,Spielberg,False
201,VER,Red Bull Racing,1.0,2.0,Finished,70.17,-2.647999999999996,0.05242209757227446,0.0,1.0,2022,Spielberg,False
202,HAM,Mercedes,8.0,3.0,Finished,70.498,-0.28300000000000125,0.027423376623375954,8.167000000000002,9.0,2022,Spielberg,False
203,RUS,Mercedes,4.0,4.0,Finished,70.781,0.28300000000000125,0.00370317911700622,0.44700000000000273,4.0,2022,Spielberg,False
204,OCO,Alpine,6.0,5.0,Finished,71.26,0.0870000000000033,0.01467819665759716,0.7420000000000044,5.0,2022,Spielberg,False
205,MSC,Haas F1 Team,9.0,6.0,+1 Lap,71.16,-0.1255000000000024,0.014933795712485374,1.027000000000001,7.0,2022,Spielberg,False
206,NOR,McLaren,10.0,7.0,+1 Lap,71.32849999999999,-0.21350000000001046,0.02538623370683923,20.863,15.0,2022,Spielberg,False
207,MAG,Haas F1 Team,7.0,8.0,+1 Lap,71.2855,0.1255000000000024,0.033877470355730264,0.8950000000000102,6.0,2022,Spielberg,False
208,RIC,McLaren,11.0,9.0,+1 Lap,71.542,0.21350000000001046,0.0279133667367056,1.6290000000000049,16.0,2022,Spielberg,False
209,ALO,Alpine,19.0,10.0,+1 Lap,71.173,-0.0870000000000033,0.0012525713811585009,1.1189999999999998,8.0,2022,Spielberg,False
210,BOT,Alfa Romeo,0.0,11.0,+1 Lap,71.324,-0.20649999999999125,0.039855645161291135,1.335000000000008,12.0,2022,Spielberg,False
211,ALB,Williams,15.0,12.0,+1 Lap,71.563,-0.6884999999999906,0.044026782933665326,1.2460000000000093,11.0,2022,Spielberg,False
212,STR,Aston Martin,12.0,13.0,+1 Lap,71.74,0.3889999999999958,0.04617516449493425,1.8629999999999995,17.0,2022,Spielberg,False
213,ZHO,Alfa Romeo,13.0,14.0,+1 Lap,71.53049999999999,0.20649999999999125,0.07681210653752883,1.9170000000000016,18.0,2022,Spielberg,False
214,GAS,AlphaTauri,14.0,15.0,+1 Lap,71.426,-0.3504999999999967,0.04482307692307578,1.176000000000002,10.0,2022,Spielberg,False
215,TSU,AlphaTauri,16.0,16.0,+1 Lap,71.7765,0.3504999999999967,0.06335228951255824,1.8670000000000044,14.0,2022,Spielberg,False
216,VET,Aston Martin,18.0,17.0,+1 Lap,71.351,-0.3889999999999958,0.043044718668630404,2.0990000000000038,20.0,2022,Spielberg,False
217,SAI,Ferrari,3.0,18.0,Power Unit,70.441,0.31100000000000705,0.04835945119968733,0.08200000000000784,3.0,2022,Spielberg,False
218,LAT,Williams,17.0,19.0,Undertray,72.2515,0.6884999999999906,0.11723636363636267,2.0190000000000055,19.0,2022,Spielberg,False
219,PER,Red Bull Racing,5.0,20.0,Collision damage,72.818,2.647999999999996,0.0657688311688305,1.4740000000000038,13.0,2022,Spielberg,False
220,VER,Red Bull Racing,2.0,1.0,Finished,98.095,-0.49500000000000455,0.01593718644657901,0.30400000000000205,2.0,2022,Le Castellet,False
221,HAM,Mercedes,4.0,2.0,Finished,98.6005,-0.06400000000000716,0.014572222134301272,0.8930000000000007,4.0,2022,Le Castellet,False
222,RUS,Mercedes,6.0,3.0,Finished,98.6645,0.06400000000000716,-0.028199645496698986,1.2590000000000003,6.0,2022,Le Castellet,False
223,PER,Red Bull Racing,3.0,4.0,Finished,98.59,0.49500000000000455,-0.0012446389288932231,0.46299999999999386,3.0,2022,Le Castellet,False
224,SAI,Ferrari,19.0,5.0,Finished,98.4645,-0.4444999999999908,0.016828587752442052,0.20900000000000318,9.0,2022,Le Castellet,False
225,ALO,Alpine,7.0,6.0,Finished,99.531,-0.2569999999999908,-0.036978511884644655,1.6800000000000068,7.0,2022,Le Castellet,False
226,NOR,McLaren,5.0,7.0,Finished,99.695,-0.16800000000000637,-0.009565069843414044,1.1599999999999966,5.0,2022,Le Castellet,False
227,OCO,Alpine,10.0,8.0,Finished,99.788,0.2569999999999908,-0.024471386729750168,2.176000000000002,12.0,2022,Le Castellet,False
228,RIC,McLaren,9.0,9.0,Finished,99.863,0.16800000000000637,-0.0077120648867841386,2.049999999999997,11.0,2022,Le Castellet,False
229,STR,Aston Martin,15.0,10.0,Finished,99.905,-0.0049999999999954525,-0.01571255773347072,2.566999999999993,17.0,2022,Le Castellet,False
230,VET,Aston Martin,12.0,11.0,Finished,99.91,0.0049999999999954525,-0.01831205643798395,2.4039999999999964,14.0,2022,Le Castellet,False
231,GAS,AlphaTauri,14.0,12.0,Finished,100.157,-0.960000000000008,-0.04602620536217061,2.566999999999993,16.0,2022,Le Castellet,False
232,ALB,Williams,13.0,13.0,Finished,100.09,-0.6640000000000015,-0.01489146107919158,2.4350000000000023,15.0,2022,Le Castellet,False
233,BOT,Alfa Romeo,11.0,14.0,Finished,99.976,-0.37300000000000466,-0.0039021514295849474,2.180000000000007,13.0,2022,Le Castellet,False
234,MSC,Haas F1 Team,17.0,15.0,Finished,100.0385,-0.11199999999999477,0.016932340571851633,2.8289999999999935,19.0,2022,Le Castellet,False
235,ZHO,Alfa Romeo,16.0,16.0,+6 Laps,100.349,0.37300000000000466,0.08141741602263022,2.8020000000000067,18.0,2022,Le Castellet,False
236,LAT,Williams,18.0,17.0,Collision damage,100.754,0.6640000000000015,-0.01609850746268486,2.921999999999997,20.0,2022,Le Castellet,False
237,MAG,Haas F1 Team,20.0,18.0,Collision damage,100.1505,0.11199999999999477,0.0828680950987351,1.777000000000001,10.0,2022,Le Castellet,False
238,LEC,Ferrari,1.0,19.0,Accident,98.90899999999999,0.4444999999999908,,0.0,1.0,2022,Le Castellet,False
239,TSU,AlphaTauri,8.0,20.0,Undertray,101.117,0.960000000000008,0.2191999999999953,1.9080000000000013,8.0,2022,Le Castellet,False
240,VER,Red Bull Racing,10.0,1.0,Finished,83.4625,-0.332499999999996,0.049184223030353115,1.445999999999998,10.0,2022,Budapest,False
241,HAM,Mercedes,7.0,2.0,Finished,83.669,-0.18500000000000227,0.08424409556106394,0.7650000000000006,7.0,2022,Budapest,False
242,RUS,Mercedes,1.0,3.0,Finished,83.854,0.18500000000000227,0.051147699352228855,0.0,1.0,2022,Budapest,False
243,SAI,Ferrari,2.0,4.0,Finished,83.8775,0.2814999999999941,0.06984335177843982,0.04400000000001114,2.0,2022,Budapest,False
244,PER,Red Bull Racing,11.0,5.0,Finished,83.795,0.332499999999996,0.027845976157903518,1.13900000000001,11.0,2022,Budapest,False
245,LEC,Ferrari,3.0,6.0,Finished,83.596,-0.2814999999999941,0.06350949912322021,0.18999999999999773,3.0,2022,Budapest,False
246,NOR,McLaren,4.0,7.0,Finished,84.27250000000001,-0.7894999999999897,0.10888978623503835,0.3920000000000101,4.0,2022,Budapest,False
247,ALO,Alpine,6.0,8.0,+1 Lap,85.099,-0.10599999999999454,-0.011758713902830923,0.7010000000000076,6.0,2022,Budapest,False
248,OCO,Alpine,5.0,9.0,+1 Lap,85.205,0.10599999999999454,-0.00772398381579525,0.6410000000000053,5.0,2022,Budapest,False
249,VET,Aston Martin,18.0,10.0,+1 Lap,84.974,-0.06699999999999307,0.03785892892409044,1.8960000000000008,18.0,2022,Budapest,False
250,STR,Aston Martin,14.0,11.0,+1 Lap,85.041,0.06699999999999307,0.07201429937362899,1.7600000000000051,14.0,2022,Budapest,False
251,GAS,AlphaTauri,0.0,12.0,+1 Lap,85.03999999999999,-0.45700000000000784,0.017302779520563503,2.1500000000000057,19.0,2022,Budapest,False
252,ZHO,Alfa Romeo,12.0,13.0,+1 Lap,85.4025,0.24750000000000227,0.12291123463971429,1.195999999999998,12.0,2022,Budapest,False
253,MSC,Haas F1 Team,15.0,14.0,+1 Lap,85.6155,-0.069500000000005,0.04166940109007086,1.8250000000000028,15.0,2022,Budapest,False
254,RIC,McLaren,9.0,15.0,+1 Lap,85.062,0.7894999999999897,0.015662218680650156,1.0020000000000095,9.0,2022,Budapest,False
255,MAG,Haas F1 Team,13.0,16.0,+1 Lap,85.685,0.069500000000005,0.02209025372733944,1.4480000000000075,13.0,2022,Budapest,False
256,ALB,Williams,17.0,17.0,+1 Lap,85.225,-0.3120000000000118,0.12826183376409428,1.8790000000000049,17.0,2022,Budapest,False
257,LAT,Williams,19.0,18.0,+1 Lap,85.537,0.3120000000000118,0.129179812458932,2.192999999999998,20.0,2022,Budapest,False
258,TSU,AlphaTauri,16.0,19.0,+2 Laps,85.497,0.45700000000000784,0.12559007431256203,1.8629999999999995,16.0,2022,Budapest,False
259,BOT,Alfa Romeo,8.0,20.0,Power Unit,85.155,-0.24750000000000227,0.015612767616026584,0.7800000000000011,8.0,2022,Budapest,False
260,VER,Red Bull Racing,14.0,1.0,Finished,112.3275,-0.3435000000000059,0.17762912087912566,0.0,1.0,2022,Spa-Francorchamps,False
261,PER,Red Bull Racing,2.0,2.0,Finished,112.671,0.3435000000000059,0.15879656593406508,0.796999999999997,3.0,2022,Spa-Francorchamps,False
262,SAI,Ferrari,1.0,3.0,Finished,112.71,-1.865000000000009,0.07239213085764568,0.6319999999999908,2.0,2022,Spa-Francorchamps,False
263,RUS,Mercedes,5.0,4.0,Finished,113.302,,0.0997163207163239,2.11099999999999,8.0,2022,Spa-Francorchamps,False
264,ALO,Alpine,3.0,5.0,Finished,114.155,-0.42099999999999227,0.0013980889799838235,1.7029999999999887,6.0,2022,Spa-Francorchamps,False
265,LEC,Ferrari,15.0,6.0,Finished,114.575,1.865000000000009,0.0046230665950589365,0.887999999999991,4.0,2022,Spa-Francorchamps,False
266,OCO,Alpine,16.0,7.0,Finished,114.576,0.42099999999999227,0.053025893611031556,1.5150000000000006,5.0,2022,Spa-Francorchamps,False
267,VET,Aston Martin,10.0,8.0,Finished,114.498,-0.08199999999999363,0.0060041666666661615,2.678999999999988,16.0,2022,Spa-Francorchamps,False
268,GAS,AlphaTauri,0.0,9.0,Finished,114.254,-0.10799999999998988,0.09394612288296575,2.161999999999992,12.0,2022,Spa-Francorchamps,False
269,ALB,Williams,6.0,10.0,Finished,114.63,-0.8880000000000052,0.08658117647058898,2.171999999999997,9.0,2022,Spa-Francorchamps,False
270,STR,Aston Martin,9.0,11.0,Finished,114.58,0.08199999999999363,0.15417341176470933,2.945999999999998,14.0,2022,Spa-Francorchamps,False
271,NOR,McLaren,17.0,12.0,Finished,114.98,-0.09799999999999898,0.1695731786731801,2.512999999999991,10.0,2022,Spa-Francorchamps,False
272,TSU,AlphaTauri,0.0,13.0,Finished,114.362,0.10799999999998988,0.1260417461326553,3.026999999999987,19.0,2022,Spa-Francorchamps,False
273,ZHO,Alfa Romeo,18.0,14.0,Finished,114.843,,0.23826433566433564,2.4199999999999875,13.0,2022,Spa-Francorchamps,False
274,RIC,McLaren,7.0,15.0,Finished,115.078,0.09799999999999898,0.07027194322705041,2.1019999999999897,11.0,2022,Spa-Francorchamps,False
275,MAG,Haas F1 Team,12.0,16.0,+1 Lap,114.773,-0.515500000000003,0.11901224895793983,2.891999999999996,18.0,2022,Spa-Francorchamps,False
276,MSC,Haas F1 Team,19.0,17.0,+1 Lap,115.2885,0.515500000000003,0.14783723076923025,4.052999999999997,15.0,2022,Spa-Francorchamps,False
277,LAT,Williams,11.0,18.0,+1 Lap,115.518,0.8880000000000052,0.15141677807486764,2.73599999999999,17.0,2022,Spa-Francorchamps,False
278,BOT,Alfa Romeo,13.0,19.0,Accident,,,,4.200999999999993,20.0,2022,Spa-Francorchamps,False
279,HAM,Mercedes,4.0,20.0,Collision damage,,,,1.8379999999999939,7.0,2022,Spa-Francorchamps,False
280,VER,Red Bull Racing,1.0,1.0,Finished,76.102,-0.3089999999999975,0.024926478051422608,0.0,1.0,2022,Zandvoort,False
281,RUS,Mercedes,6.0,2.0,Finished,76.3065,-0.028500000000008185,-0.02438412891456258,0.8050000000000068,6.0,2022,Zandvoort,False
282,LEC,Ferrari,2.0,3.0,Finished,76.369,-0.44700000000000273,0.005918864062766331,0.021000000000000796,2.0,2022,Zandvoort,False
283,HAM,Mercedes,4.0,4.0,Finished,76.33500000000001,0.028500000000008185,-0.04702473588986089,0.3059999999999974,4.0,2022,Zandvoort,False
284,PER,Red Bull Racing,5.0,5.0,Finished,76.411,0.3089999999999975,0.043030483268567093,0.7349999999999994,5.0,2022,Zandvoort,False
285,ALO,Alpine,13.0,6.0,Finished,76.845,-0.07250000000000512,0.06192126103320129,1.2710000000000008,13.0,2022,Zandvoort,False
286,NOR,McLaren,7.0,7.0,Finished,76.873,-1.0074999999999932,-0.002052558594776081,0.8320000000000078,7.0,2022,Zandvoort,False
287,SAI,Ferrari,3.0,8.0,Finished,76.816,0.44700000000000273,-0.0010045319774893491,0.09199999999999875,3.0,2022,Zandvoort,False
288,OCO,Alpine,12.0,9.0,Finished,76.9175,0.07250000000000512,-0.013897087459976374,1.2630000000000052,12.0,2022,Zandvoort,False
289,STR,Aston Martin,10.0,10.0,Finished,77.011,-0.6530000000000058,-0.006960792660485328,1.073999999999998,10.0,2022,Zandvoort,False
290,GAS,AlphaTauri,11.0,11.0,Finished,77.281,-0.2989999999999924,0.03651562300202978,1.1700000000000017,11.0,2022,Zandvoort,False
291,ALB,Williams,15.0,12.0,Finished,77.4445,-0.8199999999999932,0.011502461770760286,1.460000000000008,15.0,2022,Zandvoort,False
292,MSC,Haas F1 Team,8.0,13.0,Finished,77.4005,-0.20400000000000773,-0.025697455046497245,1.0999999999999943,8.0,2022,Zandvoort,False
293,VET,Aston Martin,19.0,14.0,Finished,77.664,0.6530000000000058,-0.03349295226086964,2.0490000000000066,19.0,2022,Zandvoort,False
294,MAG,Haas F1 Team,18.0,15.0,Finished,77.6045,0.20400000000000773,0.008708667996989987,1.9770000000000039,18.0,2022,Zandvoort,False
295,ZHO,Alfa Romeo,14.0,16.0,Finished,77.553,-0.2710000000000008,0.034223097899862706,1.3619999999999948,14.0,2022,Zandvoort,False
296,RIC,McLaren,17.0,17.0,Finished,77.8805,1.0074999999999932,0.015087100389847256,1.7390000000000043,17.0,2022,Zandvoort,False
297,LAT,Williams,20.0,18.0,+1 Lap,78.2645,0.8199999999999932,-0.05284067640488083,3.0109999999999957,20.0,2022,Zandvoort,False
298,BOT,Alfa Romeo,16.0,19.0,Engine,77.824,0.2710000000000008,0.036893287669459415,1.6189999999999998,16.0,2022,Zandvoort,False
299,TSU,AlphaTauri,9.0,20.0,Differential,77.58,0.2989999999999924,0.006247863247862064,2.2139999999999986,9.0,2022,Zandvoort,False
300,VER,Red Bull Racing,7.0,1.0,Finished,85.4045,-0.785499999999999,0.002662406015037837,0.14499999999999602,2.0,2022,Monza,False
301,LEC,Ferrari,1.0,2.0,Finished,85.49000000000001,-1.100999999999999,0.009947259192419514,0.0,1.0,2022,Monza,False
302,RUS,Mercedes,2.0,3.0,Finished,86.087,-0.9230000000000018,-0.010283455674759894,1.3810000000000002,6.0,2022,Monza,False
303,SAI,Ferrari,18.0,4.0,Finished,86.59100000000001,1.100999999999999,-0.06821428571428771,0.2680000000000007,3.0,2022,Monza,False
304,HAM,Mercedes,19.0,5.0,Finished,87.01,0.9230000000000018,-0.11149090909091043,1.3629999999999995,5.0,2022,Monza,False
305,PER,Red Bull Racing,13.0,6.0,Finished,86.19,0.785499999999999,-0.025749454824800618,1.0450000000000017,4.0,2022,Monza,False
306,NOR,McLaren,3.0,7.0,Finished,87.082,-0.17800000000001148,-0.05399999999999886,1.4230000000000018,7.0,2022,Monza,False
307,GAS,AlphaTauri,5.0,8.0,Finished,87.33,0.0010000000000047748,0.002254700854697755,2.4869999999999948,9.0,2022,Monza,False
308,DEV,Williams,8.0,9.0,Finished,87.328,-0.018000000000000682,0.013984615384614233,2.3100000000000023,13.0,2022,Monza,False
309,ZHO,Alfa Romeo,9.0,10.0,Finished,87.281,-0.35599999999999454,0.01938598290598227,2.415999999999997,14.0,2022,Monza,False
310,OCO,Alpine,14.0,11.0,Finished,87.16,-0.48150000000001114,-0.005487692307693192,1.968999999999994,11.0,2022,Monza,False
311,MSC,Haas F1 Team,17.0,12.0,Finished,87.537,-0.3429999999999893,-0.03847272727272588,2.843999999999994,20.0,2022,Monza,False
312,BOT,Alfa Romeo,15.0,13.0,+1 Lap,87.637,0.35599999999999454,-0.048033333333329535,2.073999999999998,12.0,2022,Monza,False
313,TSU,AlphaTauri,20.0,14.0,+1 Lap,87.329,-0.0010000000000047748,0.0002107692307678227,1.8589999999999947,15.0,2022,Monza,False
314,LAT,Williams,10.0,15.0,+1 Lap,87.346,0.018000000000000682,0.02836600985221566,2.426000000000002,16.0,2022,Monza,False
315,MAG,Haas F1 Team,16.0,16.0,+1 Lap,87.88,0.3429999999999893,0.0027526315789487667,2.747,19.0,2022,Monza,False
316,RIC,McLaren,4.0,17.0,Oil leak,87.26,0.17800000000001148,-0.008132307692308301,1.7639999999999958,8.0,2022,Monza,False
317,STR,Aston Martin,12.0,18.0,Engine,87.799,-0.2224999999999966,-0.014777192982458873,2.5870000000000033,18.0,2022,Monza,False
318,ALO,Alpine,6.0,19.0,Water pressure,87.64150000000001,0.48150000000001114,,1.7000000000000028,10.0,2022,Monza,False
319,VET,Aston Martin,11.0,20.0,Engine,88.0215,0.2224999999999966,,2.4749999999999943,17.0,2022,Monza,False
320,PER,Red Bull Racing,2.0,1.0,Finished,116.3035,-2.277000000000001,-0.2933744360902293,0.02199999999999136,2.0,2022,Marina Bay,False
321,LEC,Ferrari,1.0,2.0,Finished,114.7805,-2.6754999999999995,-0.2349112781954895,0.0,1.0,2022,Marina Bay,False
322,SAI,Ferrari,4.0,3.0,Finished,117.456,2.6754999999999995,-0.3759270676691753,0.17099999999999227,4.0,2022,Marina Bay,False
323,NOR,McLaren,6.0,4.0,Finished,118.746,0.2459999999999951,-0.3040481203007528,1.171999999999997,6.0,2022,Marina Bay,False
324,RIC,McLaren,16.0,5.0,Finished,118.5,-0.2459999999999951,-0.2932962406015091,6.813999999999993,17.0,2022,Marina Bay,False
325,STR,Aston Martin,11.0,6.0,Finished,118.94200000000001,0.26200000000000045,-0.3791887218045156,4.798999999999992,12.0,2022,Marina Bay,False
326,VER,Red Bull Racing,8.0,7.0,Finished,118.5805,2.277000000000001,-0.0562291021671827,1.9829999999999899,8.0,2022,Marina Bay,False
327,VET,Aston Martin,13.0,8.0,Finished,118.68,-0.26200000000000045,-0.34188872180451146,4.967999999999989,14.0,2022,Marina Bay,False
328,HAM,Mercedes,3.0,9.0,Finished,116.834,-5.340000000000003,-0.3361601503759408,0.053999999999987836,3.0,2022,Marina Bay,False
329,GAS,AlphaTauri,7.0,10.0,Finished,118.769,-4.0319999999999965,-0.3258624060150362,1.7989999999999924,7.0,2022,Marina Bay,False
330,BOT,Alfa Romeo,15.0,11.0,Finished,119.285,-7.004000000000005,-0.14911052631578858,6.670999999999992,16.0,2022,Marina Bay,False
331,MAG,Haas F1 Team,9.0,12.0,Finished,118.71,-1.652000000000001,-0.26571724266001884,2.160999999999987,9.0,2022,Marina Bay,False
332,MSC,Haas F1 Team,12.0,13.0,+1 Lap,120.362,1.652000000000001,-0.5702499999999963,4.957999999999998,13.0,2022,Marina Bay,False
333,RUS,Mercedes,0.0,14.0,+2 Laps,122.174,5.340000000000003,-0.4660873400349527,4.599999999999994,11.0,2022,Marina Bay,False
334,TSU,AlphaTauri,10.0,15.0,Accident,122.801,4.0319999999999965,,2.570999999999998,10.0,2022,Marina Bay,False
335,OCO,Alpine,17.0,16.0,Engine,122.831,0.987000000000009,,6.924999999999997,18.0,2022,Marina Bay,False
336,ALB,Williams,18.0,17.0,Collision damage,123.271,-3.6159999999999997,,7.572999999999993,19.0,2022,Marina Bay,False
337,ALO,Alpine,5.0,18.0,Engine,121.844,-0.987000000000009,,0.5539999999999878,5.0,2022,Marina Bay,False
338,LAT,Williams,19.0,19.0,Collision damage,126.887,3.6159999999999997,,8.11999999999999,20.0,2022,Marina Bay,False
339,ZHO,Alfa Romeo,14.0,20.0,Collision,126.289,7.004000000000005,,6.1059999999999945,15.0,2022,Marina Bay,False
340,VER,Red Bull Racing,1.0,1.0,Finished,107.563,-0.5630000000000024,0.1752315789473699,0.0,1.0,2022,Suzuka,False
341,PER,Red Bull Racing,4.0,2.0,Finished,108.126,0.5630000000000024,0.16593233082706774,0.40500000000000114,4.0,2022,Suzuka,False
342,LEC,Ferrari,2.0,3.0,Finished,108.644,,0.21581954887218174,0.009999999999990905,2.0,2022,Suzuka,False
343,OCO,Alpine,5.0,4.0,Finished,109.012,0.6359999999999957,0.1139330827067665,0.8610000000000042,5.0,2022,Suzuka,False
344,HAM,Mercedes,6.0,5.0,Finished,108.915,0.4760000000000133,0.1321804511278167,0.9569999999999936,6.0,2022,Suzuka,False
345,VET,Aston Martin,9.0,6.0,Finished,108.8905,-0.25149999999999295,0.05999717673630727,1.25,9.0,2022,Suzuka,False
346,ALO,Alpine,7.0,7.0,Finished,108.376,-0.6359999999999957,0.3528436857260421,1.0180000000000007,7.0,2022,Suzuka,False
347,RUS,Mercedes,8.0,8.0,Finished,108.439,-0.4760000000000133,-0.021972932330827373,1.0849999999999937,8.0,2022,Suzuka,False
348,LAT,Williams,20.0,9.0,Finished,109.9115,,0.10742631281761655,2.2069999999999936,20.0,2022,Suzuka,False
349,NOR,McLaren,10.0,10.0,Finished,109.723,0.15800000000000125,0.07165974025974148,1.698999999999998,10.0,2022,Suzuka,False
350,RIC,McLaren,11.0,11.0,Finished,109.565,-0.15800000000000125,0.061794736842103154,1.355000000000004,11.0,2022,Suzuka,False
351,STR,Aston Martin,19.0,12.0,Finished,109.142,0.25149999999999295,0.33863059163059184,2.114999999999995,19.0,2022,Suzuka,False
352,TSU,AlphaTauri,13.0,13.0,Finished,108.769,-0.61099999999999,0.1709972222222187,1.5040000000000049,13.0,2022,Suzuka,False
353,MAG,Haas F1 Team,18.0,14.0,Finished,110.317,-0.015000000000000568,0.09129473684210528,2.048000000000002,18.0,2022,Suzuka,False
354,BOT,Alfa Romeo,12.0,15.0,Finished,110.336,0.4890000000000043,0.0500506493506491,1.4050000000000011,12.0,2022,Suzuka,False
355,ZHO,Alfa Romeo,14.0,16.0,Finished,109.847,-0.4890000000000043,0.7727999999999986,1.649000000000001,14.0,2022,Suzuka,False
356,MSC,Haas F1 Team,15.0,17.0,Finished,110.332,0.015000000000000568,-0.04613585434173752,2.134999999999991,15.0,2022,Suzuka,False
357,GAS,AlphaTauri,17.0,18.0,Finished,109.38,0.61099999999999,0.49112698412698624,2.0180000000000007,17.0,2022,Suzuka,False
358,SAI,Ferrari,3.0,19.0,Accident,,,,0.05700000000000216,3.0,2022,Suzuka,False
359,ALB,Williams,16.0,20.0,Hydraulics,,,,2.007000000000005,16.0,2022,Suzuka,False
360,VER,Red Bull Racing,2.0,1.0,Finished,101.184,-0.625,-0.001442534641773685,0.09199999999999875,3.0,2022,Austin,False
361,HAM,Mercedes,3.0,2.0,Finished,101.358,-0.6289999999999907,0.00624959257987639,0.5910000000000082,5.0,2022,Austin,False
362,LEC,Ferrari,12.0,3.0,Finished,101.596,,0.00562346383199653,0.06500000000001194,2.0,2022,Austin,False
363,PER,Red Bull Racing,9.0,4.0,Finished,101.809,0.625,0.02345921717556371,0.2890000000000015,4.0,2022,Austin,False
364,RUS,Mercedes,4.0,5.0,Finished,101.987,0.6289999999999907,-0.0048305225355874115,0.632000000000005,6.0,2022,Austin,False
365,NOR,McLaren,6.0,6.0,Finished,102.953,-1.1400000000000006,-0.033009679144386676,1.3340000000000032,8.0,2022,Austin,False
366,ALO,Alpine,14.0,7.0,Finished,103.454,-0.2950000000000017,-0.06964758064515811,1.5200000000000102,9.0,2022,Austin,False
367,VET,Aston Martin,10.0,8.0,Finished,102.492,-1.3234999999999957,-0.025766815081472296,2.0420000000000016,12.0,2022,Austin,False
368,MAG,Haas F1 Team,13.0,9.0,Finished,103.78800000000001,0.30000000000001137,-0.005908870967742611,2.5930000000000035,16.0,2022,Austin,False
369,TSU,AlphaTauri,19.0,10.0,Finished,103.2305,0.16300000000001091,0.019056617533580168,2.791000000000011,15.0,2022,Austin,False
370,OCO,Alpine,0.0,11.0,Finished,103.749,0.2950000000000017,-0.010031556948798452,2.7120000000000033,18.0,2022,Austin,False
371,ZHO,Alfa Romeo,18.0,12.0,Finished,103.85249999999999,-0.2775000000000034,-0.03352808880308851,2.6140000000000043,14.0,2022,Austin,False
372,ALB,Williams,8.0,13.0,Finished,103.828,-0.6705000000000041,0.04169942084942035,2.0120000000000005,11.0,2022,Austin,False
373,GAS,AlphaTauri,11.0,14.0,Finished,103.0675,-0.16300000000001091,0.0028872638854661806,2.3840000000000003,13.0,2022,Austin,False
374,MSC,Haas F1 Team,16.0,15.0,Finished,103.488,-0.30000000000001137,-0.008417862497323588,2.7550000000000097,19.0,2022,Austin,False
375,RIC,McLaren,15.0,16.0,Finished,104.093,1.1400000000000006,0.0032746309066792427,2.690000000000012,17.0,2022,Austin,False
376,LAT,Williams,17.0,17.0,Finished,104.4985,0.6705000000000041,-0.0018006374722841704,2.8880000000000052,20.0,2022,Austin,False
377,STR,Aston Martin,5.0,18.0,Collision,103.8155,1.3234999999999957,,1.2420000000000044,7.0,2022,Austin,False
378,BOT,Alfa Romeo,7.0,19.0,Spun off,104.13,0.2775000000000034,0.027300000000025477,1.963000000000008,10.0,2022,Austin,False
379,SAI,Ferrari,1.0,20.0,Collision damage,,,,0.0,1.0,2022,Austin,False
380,VER,Red Bull Racing,1.0,1.0,Finished,82.568,-0.3859999999999957,0.007107349443092125,0.0,1.0,2022,Mexico City,False
381,HAM,Mercedes,3.0,2.0,Finished,83.04,-0.03899999999998727,0.007987792836397754,0.3089999999999975,3.0,2022,Mexico City,False
382,PER,Red Bull Racing,4.0,3.0,Finished,82.954,0.3859999999999957,0.00618062994311141,0.35299999999999443,4.0,2022,Mexico City,False
383,RUS,Mercedes,2.0,4.0,Finished,83.079,0.03899999999998727,0.00611174852554928,0.30399999999998784,2.0,2022,Mexico City,False
384,SAI,Ferrari,5.0,5.0,Finished,83.429,-0.08199999999999363,0.010077507467831152,0.5759999999999934,5.0,2022,Mexico City,False
385,LEC,Ferrari,7.0,6.0,Finished,83.511,0.08199999999999363,0.024894171992220302,0.7800000000000011,7.0,2022,Mexico City,False
386,RIC,McLaren,11.0,7.0,+1 Lap,84.5335,0.09399999999999409,-0.011351886520737726,1.5499999999999972,11.0,2022,Mexico City,False
387,OCO,Alpine,10.0,8.0,+1 Lap,84.443,0.0519999999999925,0.005157635265601651,1.2349999999999994,10.0,2022,Mexico City,False
388,NOR,McLaren,8.0,9.0,+1 Lap,84.43950000000001,-0.09399999999999409,-0.003872962279082589,0.945999999999998,8.0,2022,Mexico City,False
