,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
729,6922.638,HAM,44,83.338,36.0,2.0,,,29.42,17.712,36.206,6868.826,6886.538,6922.744,246.0,298.0,304.0,305.0,False,HARD,8.0,True,Ferrari,6839.3,2026-03-08 04:55:05.923,1,4.0,False,,False,True
730,7005.724,HAM,44,83.086,37.0,2.0,,,29.353,17.661,36.072,6952.097,6969.758,7005.83,250.0,298.0,303.0,304.0,True,HARD,9.0,True,Ferrari,6922.638,2026-03-08 04:56:29.261,1,4.0,False,,False,True
731,7088.412,HAM,44,82.688,38.0,2.0,,,29.069,17.752,35.867,7034.899,7052.651,7088.518,245.0,293.0,303.0,305.0,True,HARD,10.0,True,Ferrari,7005.724,2026-03-08 04:57:52.347,1,4.0,False,,False,True
732,7170.948,HAM,44,82.536,39.0,2.0,,,28.919,17.689,35.928,7117.437,7135.126,7171.054,252.0,294.0,301.0,307.0,True,HARD,11.0,True,Ferrari,7088.412,2026-03-08 04:59:15.035,1,4.0,False,,False,True
733,7253.498,HAM,44,82.55,40.0,2.0,,,29.091,17.679,35.78,7200.145,7217.824,7253.604,252.0,296.0,304.0,303.0,False,HARD,12.0,True,Ferrari,7170.948,2026-03-08 05:00:37.571,1,4.0,False,,False,True
734,7336.146,HAM,44,82.648,41.0,2.0,,,29.065,17.564,36.019,7282.669,7300.233,7336.252,253.0,302.0,301.0,308.0,False,HARD,13.0,True,Ferrari,7253.498,2026-03-08 05:02:00.121,1,4.0,False,,False,True
735,7418.782,HAM,44,82.636,42.0,2.0,,,29.114,17.688,35.834,7365.366,7383.054,7418.888,252.0,295.0,300.0,302.0,False,HARD,14.0,True,Ferrari,7336.146,2026-03-08 05:03:22.769,1,4.0,False,,False,True
736,7501.341,HAM,44,82.559,43.0,2.0,,,28.993,17.663,35.903,7447.881,7465.544,7501.447,251.0,294.0,301.0,301.0,False,HARD,15.0,True,Ferrari,7418.782,2026-03-08 05:04:45.405,1,4.0,False,,False,True
737,7584.178,HAM,44,82.837,44.0,2.0,,,29.087,17.685,36.065,7530.534,7548.219,7584.284,253.0,296.0,303.0,304.0,False,HARD,16.0,True,Ferrari,7501.341,2026-03-08 05:06:07.964,1,4.0,False,,False,True
738,7666.707,HAM,44,82.529,45.0,2.0,,,28.867,17.57,36.092,7613.151,7630.721,7666.813,253.0,300.0,301.0,308.0,True,HARD,17.0,True,Ferrari,7584.178,2026-03-08 05:07:30.801,1,4.0,False,,False,True
739,7749.652,HAM,44,82.945,46.0,2.0,,,29.158,17.77,36.017,7695.971,7713.741,7749.758,245.0,293.0,303.0,305.0,False,HARD,18.0,True,Ferrari,7666.707,2026-03-08 05:08:53.330,1,4.0,False,,False,True
740,7832.329,HAM,44,82.677,47.0,2.0,,,29.105,17.709,35.863,7778.863,7796.572,7832.435,252.0,295.0,302.0,307.0,False,HARD,19.0,True,Ferrari,7749.652,2026-03-08 05:10:16.275,1,4.0,False,,False,True
741,7915.093,HAM,44,82.764,48.0,2.0,,,29.189,17.665,35.91,7861.624,7879.289,7915.199,251.0,297.0,301.0,307.0,False,HARD,20.0,True,Ferrari,7832.329,2026-03-08 05:11:38.952,1,4.0,False,,False,True
742,7997.928,HAM,44,82.835,49.0,2.0,,,29.086,17.65,36.099,7944.285,7961.935,7998.034,252.0,297.0,304.0,303.0,False,HARD,21.0,True,Ferrari,7915.093,2026-03-08 05:13:01.716,1,4.0,False,,False,True
743,8081.238,HAM,44,83.31,50.0,2.0,,,29.107,17.787,36.416,8027.141,8044.928,8081.344,248.0,296.0,300.0,312.0,False,HARD,22.0,True,Ferrari,7997.928,2026-03-08 05:14:24.551,1,4.0,False,,False,True
744,8163.921,HAM,44,82.683,51.0,2.0,,,29.231,17.661,35.791,8110.575,8128.236,8164.027,251.0,298.0,309.0,306.0,False,HARD,23.0,True,Ferrari,8081.238,2026-03-08 05:15:47.861,1,4.0,False,,False,True
745,8246.929,HAM,44,83.008,52.0,2.0,,,29.158,17.67,36.18,8193.185,8210.855,8247.035,246.0,298.0,306.0,317.0,False,HARD,24.0,True,Ferrari,8163.921,2026-03-08 05:17:10.544,1,4.0,False,,False,True
746,8330.094,HAM,44,83.165,53.0,2.0,,,29.52,17.678,35.967,8276.555,8294.233,8330.2,254.0,296.0,304.0,304.0,False,HARD,25.0,True,Ferrari,8246.929,2026-03-08 05:18:33.552,1,4.0,False,,False,True
747,8412.648,HAM,44,82.554,54.0,2.0,,,29.035,17.661,35.858,8359.235,8376.896,8412.754,252.0,295.0,305.0,313.0,False,HARD,26.0,True,Ferrari,8330.094,2026-03-08 05:19:56.717,1,4.0,False,,False,True
748,8495.071,HAM,44,82.423,55.0,2.0,,,29.094,17.613,35.716,8441.848,8459.461,8495.177,252.0,296.0,303.0,316.0,True,HARD,27.0,True,Ferrari,8412.648,2026-03-08 05:21:19.271,1,4.0,False,,False,True
749,8577.571,HAM,44,82.5,56.0,2.0,,,28.996,17.577,35.927,8524.173,8541.75,8577.677,254.0,299.0,304.0,312.0,False,HARD,28.0,True,Ferrari,8495.071,2026-03-08 05:22:41.694,1,4.0,False,,False,True
750,8660.287,HAM,44,82.716,57.0,2.0,,,29.004,17.632,36.08,8606.681,8624.313,8660.393,254.0,298.0,304.0,313.0,False,HARD,29.0,True,Ferrari,8577.571,2026-03-08 05:24:04.194,1,4.0,False,,False,True
751,8742.924,HAM,44,82.637,58.0,2.0,,,29.096,17.505,36.036,8689.489,8706.994,8743.03,255.0,301.0,302.0,315.0,False,HARD,30.0,True,Ferrari,8660.287,2026-03-08 05:25:26.910,1,4.0,False,,False,True
752,3838.734,BOR,5,98.755,1.0,1.0,,,,18.975,38.744,,3800.657,3838.871,238.0,300.0,295.0,216.0,False,MEDIUM,1.0,True,Audi,3739.743,2026-03-08 04:03:26.366,1,11.0,False,,False,False
753,3926.272,BOR,5,87.538,2.0,1.0,,,31.092,18.428,38.018,3869.9,3888.328,3926.346,261.0,284.0,294.0,274.0,True,MEDIUM,2.0,True,Audi,3838.734,2026-03-08 04:05:05.357,1,11.0,False,,False,True
754,4012.596,BOR,5,86.324,3.0,1.0,,,30.546,18.125,37.653,3956.892,3975.017,4012.67,263.0,292.0,289.0,276.0,True,MEDIUM,3.0,True,Audi,3926.272,2026-03-08 04:06:32.895,1,10.0,False,,False,True
755,4098.628,BOR,5,86.032,4.0,1.0,,,30.416,18.415,37.201,4043.086,4061.501,4098.702,251.0,295.0,294.0,283.0,True,MEDIUM,4.0,True,Audi,4012.596,2026-03-08 04:07:59.219,1,10.0,False,,False,True
756,4184.955,BOR,5,86.327,5.0,1.0,,,30.512,17.836,37.979,4129.214,4147.05,4185.029,250.0,306.0,299.0,286.0,False,MEDIUM,5.0,True,Audi,4098.628,2026-03-08 04:09:25.251,1,10.0,False,,False,True
757,4272.418,BOR,5,87.463,6.0,1.0,,,31.563,18.038,37.862,4216.592,4234.63,4272.492,263.0,298.0,299.0,277.0,False,MEDIUM,6.0,True,Audi,4184.955,2026-03-08 04:10:51.578,1,12.0,True,TRACK LIMITS AT TURN 3 LAP 6 ,False,True
758,4358.203,BOR,5,85.785,7.0,1.0,,,30.465,17.945,37.375,4302.957,4320.902,4358.277,264.0,298.0,297.0,300.0,True,MEDIUM,7.0,True,Audi,4272.418,2026-03-08 04:12:19.041,1,12.0,False,,False,True
759,4443.673,BOR,5,85.47,8.0,1.0,,,30.114,17.925,37.431,4388.391,4406.316,4443.747,267.0,299.0,297.0,290.0,True,MEDIUM,8.0,True,Audi,4358.203,2026-03-08 04:13:44.826,1,12.0,False,,False,True
760,4528.897,BOR,5,85.224,9.0,1.0,,,30.146,17.839,37.239,4473.893,4491.732,4528.971,256.0,301.0,299.0,285.0,True,MEDIUM,9.0,True,Audi,4443.673,2026-03-08 04:15:10.296,1,12.0,False,,False,True
761,4614.458,BOR,5,85.561,10.0,1.0,,,30.476,17.834,37.251,4559.447,4577.281,4614.532,266.0,301.0,298.0,300.0,False,MEDIUM,10.0,True,Audi,4528.897,2026-03-08 04:16:35.520,1,12.0,False,,False,True
765,5021.087,BOR,5,85.958,14.0,1.0,,,31.023,17.824,37.111,4966.226,4984.05,5021.161,254.0,301.0,295.0,273.0,False,MEDIUM,14.0,True,Audi,4935.129,2026-03-08 04:23:21.752,1,8.0,False,,False,True
766,5105.906,BOR,5,84.819,15.0,1.0,,,29.86,17.908,37.051,5051.021,5068.929,5105.98,255.0,299.0,296.0,290.0,True,MEDIUM,15.0,True,Audi,5021.087,2026-03-08 04:24:47.710,1,8.0,False,,False,True
767,5190.886,BOR,5,84.98,16.0,1.0,,,29.821,17.96,37.199,5135.801,5153.761,5190.96,254.0,294.0,294.0,293.0,False,MEDIUM,16.0,True,Audi,5105.906,2026-03-08 04:26:12.529,1,8.0,False,,False,True
768,5275.947,BOR,5,85.061,17.0,1.0,,,29.831,18.092,37.138,5220.791,5238.883,5276.021,254.0,293.0,293.0,290.0,False,MEDIUM,17.0,True,Audi,5190.886,2026-03-08 04:27:37.509,1,8.0,False,,False,True
771,5587.186,BOR,5,85.201,20.0,2.0,,,29.953,18.498,36.75,5532.012,5550.51,5587.26,253.0,284.0,288.0,279.0,False,HARD,2.0,True,Audi,5501.985,2026-03-08 04:32:48.608,1,9.0,False,,False,True
772,5672.23,BOR,5,85.044,21.0,2.0,,,29.937,18.308,36.799,5617.197,5635.505,5672.304,252.0,287.0,290.0,283.0,False,HARD,3.0,True,Audi,5587.186,2026-03-08 04:34:13.809,1,9.0,False,,False,True
773,5756.658,BOR,5,84.428,22.0,2.0,,,29.747,18.079,36.602,5702.051,5720.13,5756.732,256.0,289.0,293.0,283.0,True,HARD,4.0,True,Audi,5672.23,2026-03-08 04:35:38.853,1,9.0,False,,False,True
774,5840.993,BOR,5,84.335,23.0,2.0,,,29.835,17.95,36.55,5786.567,5804.517,5841.067,254.0,290.0,293.0,287.0,True,HARD,5.0,True,Audi,5756.658,2026-03-08 04:37:03.281,1,9.0,False,,False,True
775,5925.32,BOR,5,84.327,24.0,2.0,,,29.815,18.001,36.511,5870.882,5888.883,5925.394,255.0,290.0,295.0,286.0,True,HARD,6.0,True,Audi,5840.993,2026-03-08 04:38:27.616,1,9.0,False,,False,True
776,6009.69,BOR,5,84.37,25.0,2.0,,,29.685,18.019,36.666,5955.079,5973.098,6009.764,258.0,291.0,294.0,291.0,False,HARD,7.0,True,Audi,5925.32,2026-03-08 04:39:51.943,1,9.0,False,,False,True
777,6094.223,BOR,5,84.533,26.0,2.0,,,29.804,18.015,36.714,6039.568,6057.583,6094.297,259.0,290.0,289.0,290.0,False,HARD,8.0,True,Audi,6009.69,2026-03-08 04:41:16.313,1,9.0,False,,False,True
778,6178.758,BOR,5,84.535,27.0,2.0,,,29.947,17.963,36.625,6124.244,6142.207,6178.832,260.0,291.0,293.0,278.0,False,HARD,9.0,True,Audi,6094.223,2026-03-08 04:42:40.846,1,9.0,False,,False,True
779,6263.198,BOR,5,84.44,28.0,2.0,,,29.912,18.051,36.477,6208.744,6226.795,6263.272,256.0,288.0,291.0,289.0,False,HARD,10.0,True,Audi,6178.758,2026-03-08 04:44:05.381,1,9.0,False,,False,True
780,6347.892,BOR,5,84.694,29.0,2.0,,,29.861,18.058,36.775,6293.133,6311.191,6347.966,251.0,290.0,291.0,288.0,False,HARD,11.0,True,Audi,6263.198,2026-03-08 04:45:29.821,1,9.0,False,,False,True
781,6432.256,BOR,5,84.364,30.0,2.0,,,29.865,17.935,36.564,6377.831,6395.766,6432.33,256.0,293.0,294.0,283.0,False,HARD,12.0,True,Audi,6347.892,2026-03-08 04:46:54.515,1,9.0,False,,False,True
782,6516.409,BOR,5,84.153,31.0,2.0,,,29.79,17.858,36.505,6462.12,6479.978,6516.483,258.0,294.0,295.0,286.0,True,HARD,13.0,True,Audi,6432.256,2026-03-08 04:48:18.879,1,9.0,False,,False,True
783,6600.387,BOR,5,83.978,32.0,2.0,,,29.576,17.889,36.513,6546.059,6563.948,6600.461,251.0,292.0,294.0,291.0,True,HARD,14.0,True,Audi,6516.409,2026-03-08 04:49:43.032,1,9.0,False,,False,True
786,6881.862,BOR,5,83.954,35.0,3.0,,,29.405,18.24,36.309,6827.387,6845.627,6881.936,257.0,285.0,290.0,287.0,True,HARD,2.0,True,Audi,6797.908,2026-03-08 04:54:24.531,1,11.0,False,,False,True
787,6965.517,BOR,5,83.655,36.0,3.0,,,29.478,17.963,36.214,6911.414,6929.377,6965.591,255.0,288.0,295.0,286.0,True,HARD,3.0,True,Audi,6881.862,2026-03-08 04:55:48.485,1,11.0,False,,False,True
788,7049.249,BOR,5,83.732,37.0,3.0,,,29.506,17.848,36.378,6995.097,7012.945,7049.323,256.0,294.0,298.0,289.0,False,HARD,4.0,True,Audi,6965.517,2026-03-08 04:57:12.140,1,11.0,False,,False,True
789,7134.368,BOR,5,85.119,38.0,3.0,,,29.421,17.884,37.814,7078.744,7096.628,7134.442,262.0,303.0,318.0,293.0,False,HARD,5.0,True,Audi,7049.249,2026-03-08 04:58:35.872,1,11.0,False,,False,True
790,7219.198,BOR,5,84.83,39.0,3.0,,,30.093,18.191,36.546,7164.535,7182.726,7219.272,259.0,290.0,319.0,293.0,False,HARD,6.0,True,Audi,7134.368,2026-03-08 05:00:00.991,1,10.0,False,,False,True
791,7303.894,BOR,5,84.696,40.0,3.0,,,29.516,18.522,36.658,7248.788,7267.31,7303.968,258.0,278.0,284.0,306.0,False,HARD,7.0,True,Audi,7219.198,2026-03-08 05:01:25.821,1,9.0,False,,False,True
792,7388.364,BOR,5,84.47,41.0,3.0,,,29.94,18.115,36.415,7333.908,7352.023,7388.438,253.0,284.0,291.0,279.0,False,HARD,8.0,True,Audi,7303.894,2026-03-08 05:02:50.517,1,9.0,False,,False,True
793,7472.167,BOR,5,83.803,42.0,3.0,,,29.508,17.946,36.349,7417.946,7435.892,7472.241,256.0,288.0,292.0,286.0,False,HARD,9.0,True,Audi,7388.364,2026-03-08 05:04:14.987,1,9.0,False,,False,True
794,7555.81,BOR,5,83.643,43.0,3.0,,,29.475,17.879,36.289,7501.716,7519.595,7555.884,256.0,289.0,293.0,287.0,True,HARD,10.0,True,Audi,7472.167,2026-03-08 05:05:38.790,1,9.0,False,,False,True
795,7639.546,BOR,5,83.736,44.0,3.0,,,29.581,17.856,36.299,7585.465,7603.321,7639.62,256.0,289.0,295.0,286.0,False,HARD,11.0,True,Audi,7555.81,2026-03-08 05:07:02.433,1,9.0,False,,False,True
796,7722.803,BOR,5,83.257,45.0,3.0,,,29.395,17.8,36.062,7669.015,7686.815,7722.877,257.0,291.0,293.0,290.0,True,HARD,12.0,True,Audi,7639.546,2026-03-08 05:08:26.169,1,9.0,False,,False,True
797,7806.149,BOR,5,83.346,46.0,3.0,,,29.447,17.774,36.125,7752.324,7770.098,7806.223,259.0,292.0,295.0,288.0,False,HARD,13.0,True,Audi,7722.803,2026-03-08 05:09:49.426,1,9.0,False,,False,True
798,7890.125,BOR,5,83.976,47.0,3.0,,,29.482,17.841,36.653,7835.705,7853.546,7890.199,258.0,289.0,295.0,292.0,False,HARD,14.0,True,Audi,7806.149,2026-03-08 05:11:12.772,1,9.0,False,,False,True
799,7975.133,BOR,5,85.008,48.0,3.0,,,30.382,17.891,36.735,7920.581,7938.472,7975.207,255.0,290.0,295.0,291.0,False,HARD,15.0,True,Audi,7890.125,2026-03-08 05:12:36.748,1,9.0,False,,False,True
800,8060.022,BOR,5,84.889,49.0,3.0,,,29.559,17.87,37.46,8004.766,8022.636,8060.096,256.0,287.0,300.0,290.0,False,HARD,16.0,True,Audi,7975.133,2026-03-08 05:14:01.756,1,9.0,False,,False,True
801,8144.346,BOR,5,84.324,50.0,3.0,,,29.719,17.835,36.77,8089.815,8107.65,8144.42,269.0,292.0,296.0,301.0,False,HARD,17.0,True,Audi,8060.022,2026-03-08 05:15:26.645,1,9.0,False,,False,True
802,8229.981,BOR,5,85.635,51.0,3.0,,,29.804,18.319,37.512,8174.224,8192.543,8230.055,250.0,274.0,298.0,293.0,False,HARD,18.0,True,Audi,8144.346,2026-03-08 05:16:50.969,1,9.0,False,,False,True
803,8314.34,BOR,5,84.359,52.0,3.0,,,29.711,17.927,36.721,8259.766,8277.693,8314.414,255.0,291.0,294.0,294.0,False,HARD,19.0,True,Audi,8229.981,2026-03-08 05:18:16.604,1,9.0,False,,False,True
804,8400.403,BOR,5,86.063,53.0,3.0,,,29.756,17.889,38.418,8344.17,8362.059,8400.477,255.0,291.0,301.0,290.0,False,HARD,20.0,True,Audi,8314.34,2026-03-08 05:19:40.963,1,9.0,False,,False,True
805,8484.951,BOR,5,84.548,54.0,3.0,,,29.857,17.721,36.97,8430.334,8448.055,8485.025,262.0,296.0,323.0,305.0,False,HARD,21.0,True,Audi,8400.403,2026-03-08 05:21:07.026,1,9.0,False,,False,True
806,8570.219,BOR,5,85.268,55.0,3.0,,,30.15,17.991,37.127,8515.175,8533.166,8570.293,269.0,293.0,299.0,279.0,False,HARD,22.0,True,Audi,8484.951,2026-03-08 05:22:31.574,1,9.0,False,,False,True
807,8654.734,BOR,5,84.515,56.0,3.0,,,29.823,17.878,36.814,8600.116,8617.994,8654.808,270.0,293.0,301.0,300.0,False,HARD,23.0,True,Audi,8570.219,2026-03-08 05:23:56.842,1,9.0,False,,False,True
808,8739.555,BOR,5,84.821,57.0,3.0,,,29.522,18.166,37.133,8684.33,8702.496,8739.629,265.0,291.0,292.0,304.0,False,HARD,24.0,True,Audi,8654.734,2026-03-08 05:25:21.357,1,9.0,False,,False,True
809,3839.794,SAI,55,99.815,1.0,1.0,,,,19.143,39.148,,3801.445,3840.3,214.0,298.0,288.0,210.0,False,SOFT,1.0,True,Williams,3739.743,2026-03-08 04:03:26.366,1,13.0,False,,False,False
810,3927.774,SAI,55,87.98,2.0,1.0,,,31.713,18.211,38.056,3871.561,3889.772,3927.828,254.0,296.0,298.0,238.0,True,SOFT,2.0,True,Williams,3839.794,2026-03-08 04:05:06.417,1,14.0,False,,False,True
811,4015.867,SAI,55,88.093,3.0,1.0,,,31.187,18.048,38.858,3959.015,3977.063,4015.921,258.0,315.0,302.0,259.0,False,SOFT,3.0,True,Williams,3927.774,2026-03-08 04:06:34.397,1,15.0,False,,False,True
812,4103.083,SAI,55,87.216,4.0,1.0,,,30.511,18.372,38.333,4046.432,4064.804,4103.137,258.0,311.0,298.0,270.0,True,SOFT,4.0,True,Williams,4015.867,2026-03-08 04:08:02.490,1,15.0,False,,False,True
813,4190.594,SAI,55,87.511,5.0,1.0,,,30.419,18.057,39.035,4133.556,4151.613,4190.648,260.0,303.0,301.0,281.0,False,SOFT,5.0,True,Williams,4103.083,2026-03-08 04:09:29.706,1,15.0,False,,False,True
814,4277.466,SAI,55,86.872,6.0,1.0,,,30.787,18.201,37.884,4221.435,4239.636,4277.52,256.0,320.0,286.0,273.0,True,SOFT,6.0,True,Williams,4190.594,2026-03-08 04:10:57.217,1,14.0,False,,False,True
815,4363.164,SAI,55,85.698,7.0,1.0,,,30.022,18.348,37.328,4307.542,4325.89,4363.218,263.0,304.0,286.0,285.0,True,SOFT,7.0,True,Williams,4277.466,2026-03-08 04:12:24.089,1,14.0,False,,False,True
816,4448.597,SAI,55,85.433,8.0,1.0,,,30.051,18.228,37.154,4393.269,4411.497,4448.651,264.0,305.0,293.0,286.0,True,SOFT,8.0,True,Williams,4363.164,2026-03-08 04:13:49.787,1,14.0,False,,False,True
817,4534.423,SAI,55,85.826,9.0,1.0,,,29.997,18.347,37.482,4478.648,4496.995,4534.477,263.0,304.0,292.0,294.0,False,SOFT,9.0,True,Williams,4448.597,2026-03-08 04:15:15.220,1,14.0,False,,False,True
818,4620.625,SAI,55,86.202,10.0,1.0,,,30.638,18.332,37.232,4565.115,4583.447,4620.679,263.0,303.0,293.0,292.0,False,SOFT,10.0,True,Williams,4534.423,2026-03-08 04:16:41.046,1,14.0,False,,False,True
822,5037.651,SAI,55,84.927,14.0,2.0,,,29.998,18.087,36.842,4982.776,5000.863,5037.705,264.0,306.0,298.0,290.0,True,HARD,3.0,True,Williams,4952.724,2026-03-08 04:23:39.347,1,13.0,False,,False,True
823,5122.475,SAI,55,84.824,15.0,2.0,,,29.765,18.155,36.904,5067.47,5085.625,5122.529,267.0,308.0,299.0,287.0,True,HARD,4.0,True,Williams,5037.651,2026-03-08 04:25:04.274,1,13.0,False,,False,True
824,5207.415,SAI,55,84.94,16.0,2.0,,,29.783,18.143,37.014,5152.312,5170.455,5207.469,263.0,303.0,296.0,294.0,False,HARD,5.0,True,Williams,5122.475,2026-03-08 04:26:29.098,1,12.0,False,,False,True
825,5292.566,SAI,55,85.151,17.0,2.0,,,29.86,18.235,37.056,5237.329,5255.564,5292.62,265.0,300.0,290.0,288.0,False,HARD,6.0,True,Williams,5207.415,2026-03-08 04:27:54.038,1,12.0,False,,False,True
828,5590.86,SAI,55,85.394,20.0,2.0,,,29.948,18.238,37.208,5535.468,5553.706,5590.914,263.0,299.0,294.0,289.0,False,HARD,9.0,True,Williams,5505.466,2026-03-08 04:32:52.089,1,12.0,False,,False,True
829,5676.269,SAI,55,85.409,21.0,2.0,,,29.886,18.212,37.311,5620.8,5639.012,5676.323,266.0,307.0,290.0,290.0,False,HARD,10.0,True,Williams,5590.86,2026-03-08 04:34:17.483,1,12.0,False,,False,True
830,5761.639,SAI,55,85.37,22.0,2.0,,,30.0,18.143,37.227,5706.323,5724.466,5761.693,264.0,306.0,297.0,299.0,False,HARD,11.0,True,Williams,5676.269,2026-03-08 04:35:42.892,1,12.0,False,,False,True
831,5847.239,SAI,55,85.6,23.0,2.0,,,29.925,18.23,37.445,5791.618,5809.848,5847.293,264.0,303.0,295.0,293.0,False,HARD,12.0,True,Williams,5761.639,2026-03-08 04:37:08.262,1,12.0,False,,False,True
832,5932.943,SAI,55,85.704,24.0,2.0,,,30.109,18.234,37.361,5877.402,5895.636,5932.997,257.0,302.0,293.0,294.0,False,HARD,13.0,True,Williams,5847.239,2026-03-08 04:38:33.862,1,12.0,False,,False,True
833,6019.065,SAI,55,86.122,25.0,2.0,,,30.227,18.286,37.609,5963.224,5981.51,6019.119,264.0,301.0,295.0,291.0,False,HARD,14.0,True,Williams,5932.943,2026-03-08 04:39:59.566,1,12.0,False,,False,True
834,6105.206,SAI,55,86.141,26.0,2.0,,,30.101,18.471,37.569,6049.22,6067.691,6105.26,264.0,296.0,295.0,294.0,False,HARD,15.0,True,Williams,6019.065,2026-03-08 04:41:25.688,1,12.0,False,,False,True
835,6191.33,SAI,55,86.124,27.0,2.0,,,30.032,18.344,37.748,6135.292,6153.636,6191.384,261.0,299.0,294.0,298.0,False,HARD,16.0,True,Williams,6105.206,2026-03-08 04:42:51.829,1,12.0,False,,False,True
836,6278.126,SAI,55,86.796,28.0,2.0,,,30.439,18.438,37.919,6221.823,6240.261,6278.18,257.0,296.0,292.0,299.0,False,HARD,17.0,True,Williams,6191.33,2026-03-08 04:44:17.953,1,12.0,False,,False,True
837,6366.175,SAI,55,88.049,29.0,2.0,,,30.484,18.443,39.122,6308.664,6327.107,6366.229,254.0,298.0,296.0,290.0,False,HARD,18.0,True,Williams,6278.126,2026-03-08 04:45:44.749,1,13.0,False,,False,True
838,6453.27,SAI,55,87.095,30.0,2.0,,,30.748,18.308,38.039,6396.977,6415.285,6453.324,250.0,307.0,294.0,285.0,False,HARD,19.0,True,Williams,6366.175,2026-03-08 04:47:12.798,1,13.0,False,,False,True
839,6539.909,SAI,55,86.639,31.0,2.0,,,30.585,18.197,37.857,6483.909,6502.106,6539.963,253.0,306.0,297.0,282.0,False,HARD,20.0,True,Williams,6453.27,2026-03-08 04:48:39.893,1,13.0,False,,False,True
840,6627.295,SAI,55,87.386,32.0,2.0,,,30.628,18.361,38.397,6570.591,6588.952,6627.349,251.0,299.0,294.0,294.0,False,HARD,21.0,True,Williams,6539.909,2026-03-08 04:50:06.532,1,13.0,False,,False,True
843,6925.058,SAI,55,84.881,35.0,3.0,,,29.725,18.12,37.036,6869.956,6888.076,6925.112,266.0,303.0,297.0,295.0,False,MEDIUM,2.0,True,Williams,6840.177,2026-03-08 04:55:06.800,1,15.0,False,,False,True
844,7009.862,SAI,55,84.804,36.0,3.0,,,29.914,18.07,36.82,6955.026,6973.096,7009.916,262.0,305.0,300.0,293.0,True,MEDIUM,3.0,True,Williams,6925.058,2026-03-08 04:56:31.681,1,15.0,False,,False,True
845,7095.072,SAI,55,85.21,37.0,3.0,,,29.697,18.099,37.414,7039.613,7057.712,7095.126,267.0,307.0,316.0,296.0,False,MEDIUM,4.0,True,Williams,7009.862,2026-03-08 04:57:56.485,1,15.0,False,,False,True
846,7182.277,SAI,55,87.205,38.0,3.0,,,30.364,18.312,38.529,7125.49,7143.802,7182.331,253.0,311.0,299.0,282.0,False,MEDIUM,5.0,True,Williams,7095.072,2026-03-08 04:59:21.695,1,15.0,False,,False,True
847,7269.543,SAI,55,87.266,39.0,3.0,,,30.213,17.83,39.223,7212.544,7230.374,7269.597,264.0,311.0,291.0,289.0,False,MEDIUM,6.0,True,Williams,7182.277,2026-03-08 05:00:48.900,1,15.0,False,,False,True
848,7355.765,SAI,55,86.222,40.0,3.0,,,30.49,17.986,37.746,7300.087,7318.073,7355.819,267.0,313.0,310.0,286.0,False,MEDIUM,7.0,True,Williams,7269.543,2026-03-08 05:02:16.166,1,15.0,False,,False,True
849,7442.482,SAI,55,86.717,41.0,3.0,,,30.627,17.963,38.127,7386.446,7404.409,7442.536,257.0,319.0,292.0,287.0,False,MEDIUM,8.0,True,Williams,7355.765,2026-03-08 05:03:42.388,1,15.0,False,,False,True
850,7527.843,SAI,55,85.361,42.0,3.0,,,30.05,17.96,37.351,7472.586,7490.546,7527.897,260.0,312.0,293.0,286.0,False,MEDIUM,9.0,True,Williams,7442.482,2026-03-08 05:05:09.105,1,15.0,False,,False,True
851,7613.13,SAI,55,85.287,43.0,3.0,,,30.117,17.882,37.288,7558.014,7575.896,7613.184,260.0,313.0,297.0,295.0,False,MEDIUM,10.0,True,Williams,7527.843,2026-03-08 05:06:34.466,1,15.0,False,,False,True
852,7698.659,SAI,55,85.529,44.0,3.0,,,30.218,18.005,37.306,7643.402,7661.407,7698.713,259.0,309.0,298.0,303.0,False,MEDIUM,11.0,True,Williams,7613.13,2026-03-08 05:07:59.753,1,15.0,False,,False,True
855,8002.848,SAI,55,96.209,47.0,4.0,,,29.27,17.805,49.134,7935.963,7953.768,8002.902,274.0,319.0,273.0,304.0,False,SOFT,2.0,True,Williams,7906.639,2026-03-08 05:12:53.262,1,15.0,False,,False,True
856,8087.825,SAI,55,84.977,48.0,4.0,,,30.091,18.142,36.744,8032.993,8051.135,8087.879,259.0,300.0,285.0,278.0,False,SOFT,3.0,True,Williams,8002.848,2026-03-08 05:14:29.471,1,15.0,False,,False,True
857,8171.747,SAI,55,83.922,49.0,4.0,,,29.343,18.041,36.538,8117.222,8135.263,8171.801,267.0,300.0,291.0,293.0,True,SOFT,4.0,True,Williams,8087.825,2026-03-08 05:15:54.448,1,15.0,False,,False,True
858,8255.347,SAI,55,83.6,50.0,4.0,,,29.2,17.936,36.464,8201.001,8218.937,8255.401,271.0,301.0,294.0,293.0,True,SOFT,5.0,True,Williams,8171.747,2026-03-08 05:17:18.370,1,15.0,False,,False,True
