,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
859,8339.217,SAI,55,83.87,51.0,4.0,,,29.442,18.002,36.426,8284.843,8302.845,8339.271,268.0,302.0,297.0,290.0,False,SOFT,6.0,True,Williams,8255.347,2026-03-08 05:18:41.970,1,15.0,False,,False,True
860,8422.807,SAI,55,83.59,52.0,4.0,,,29.198,18.018,36.374,8368.469,8386.487,8422.861,270.0,301.0,296.0,289.0,True,SOFT,7.0,True,Williams,8339.217,2026-03-08 05:20:05.840,1,15.0,False,,False,True
861,8510.768,SAI,55,87.961,53.0,4.0,,,33.135,18.257,36.569,8455.996,8474.253,8510.822,256.0,301.0,298.0,293.0,False,SOFT,8.0,True,Williams,8422.807,2026-03-08 05:21:29.430,1,15.0,True,TRACK LIMITS AT TURN 3 LAP 53 ,False,True
862,8595.034,SAI,55,84.266,54.0,4.0,,,29.358,18.216,36.692,8540.18,8558.396,8595.088,271.0,296.0,292.0,291.0,False,SOFT,9.0,True,Williams,8510.768,2026-03-08 05:22:57.391,1,15.0,False,,False,True
863,8678.843,SAI,55,83.809,55.0,4.0,,,29.303,18.121,36.385,8624.391,8642.512,8678.897,270.0,295.0,294.0,287.0,False,SOFT,10.0,True,Williams,8595.034,2026-03-08 05:24:21.657,1,15.0,False,,False,True
864,8763.666,SAI,55,84.823,56.0,4.0,,,29.171,18.86,36.792,8708.068,8726.928,8763.72,272.0,300.0,295.0,293.0,False,SOFT,11.0,True,Williams,8678.843,2026-03-08 05:25:45.466,1,15.0,False,,False,True
865,3836.025,HAD,6,96.046,1.0,1.0,,,,18.486,39.205,,3797.065,3836.275,245.0,288.0,301.0,216.0,False,MEDIUM,1.0,True,Red Bull Racing,3739.743,2026-03-08 04:03:26.366,1,4.0,False,,False,False
866,3922.012,HAD,6,85.987,2.0,1.0,,,30.189,18.684,37.114,3866.316,3885.0,3922.114,239.0,275.0,306.0,301.0,True,MEDIUM,2.0,True,Red Bull Racing,3836.025,2026-03-08 04:05:02.648,1,4.0,False,,False,True
867,4007.568,HAD,6,85.556,3.0,1.0,,,30.094,18.602,36.86,3952.208,3970.81,4007.67,238.0,276.0,295.0,294.0,True,MEDIUM,3.0,True,Red Bull Racing,3922.012,2026-03-08 04:06:28.635,1,4.0,False,,False,True
868,4092.91,HAD,6,85.342,4.0,1.0,,,29.956,18.801,36.585,4037.626,4056.427,4093.012,247.0,271.0,296.0,284.0,True,MEDIUM,4.0,True,Red Bull Racing,4007.568,2026-03-08 04:07:54.191,1,4.0,False,,False,True
869,4178.265,HAD,6,85.355,5.0,1.0,,,30.182,18.728,36.445,4123.194,4141.922,4178.367,227.0,273.0,296.0,302.0,False,MEDIUM,5.0,True,Red Bull Racing,4092.91,2026-03-08 04:09:19.533,1,4.0,False,,False,True
870,4264.144,HAD,6,85.879,6.0,1.0,,,29.869,18.771,37.239,4208.236,4227.007,4264.246,235.0,270.0,299.0,294.0,False,MEDIUM,6.0,True,Red Bull Racing,4178.265,2026-03-08 04:10:44.888,1,5.0,False,,False,True
871,4349.589,HAD,6,85.445,7.0,1.0,,,30.33,18.575,36.54,4294.576,4313.151,4349.691,226.0,278.0,299.0,289.0,False,MEDIUM,7.0,True,Red Bull Racing,4264.144,2026-03-08 04:12:10.767,1,5.0,False,,False,True
872,4434.902,HAD,6,85.313,8.0,1.0,,,30.016,18.842,36.455,4379.707,4398.549,4435.004,228.0,270.0,298.0,297.0,True,MEDIUM,8.0,True,Red Bull Racing,4349.589,2026-03-08 04:13:36.212,1,5.0,False,,False,True
873,4520.141,HAD,6,85.239,9.0,1.0,,,29.867,18.795,36.577,4464.871,4483.666,4520.243,237.0,268.0,298.0,293.0,True,MEDIUM,9.0,True,Red Bull Racing,4434.902,2026-03-08 04:15:01.525,1,5.0,False,,False,True
874,4605.504,HAD,6,85.363,10.0,1.0,,,29.916,18.845,36.602,4550.159,4569.004,4605.606,238.0,267.0,295.0,288.0,False,MEDIUM,10.0,True,Red Bull Racing,4520.141,2026-03-08 04:16:26.764,1,5.0,False,,False,True
876,3832.673,RUS,63,92.694,1.0,1.0,,,,18.344,36.548,,3796.422,3832.856,240.0,288.0,291.0,234.0,False,MEDIUM,1.0,True,Mercedes,3739.743,2026-03-08 04:03:26.366,1,2.0,False,,False,False
877,3917.68,RUS,63,85.007,2.0,1.0,,,29.753,17.841,37.413,3862.53,3880.371,3917.784,259.0,273.0,290.0,273.0,True,MEDIUM,2.0,True,Mercedes,3832.673,2026-03-08 04:04:59.296,1,1.0,False,,False,True
878,4004.124,RUS,63,86.444,3.0,1.0,,,29.845,18.533,38.066,3947.629,3966.162,4004.228,269.0,289.0,286.0,264.0,False,MEDIUM,3.0,True,Mercedes,3917.68,2026-03-08 04:06:24.303,1,2.0,False,,False,True
879,4088.913,RUS,63,84.789,4.0,1.0,,,29.949,17.802,37.038,4034.177,4051.979,4089.017,269.0,286.0,298.0,271.0,True,MEDIUM,4.0,True,Mercedes,4004.124,2026-03-08 04:07:50.747,1,2.0,False,,False,True
880,4172.93,RUS,63,84.017,5.0,1.0,,,29.636,17.848,36.533,4118.653,4136.501,4173.034,264.0,305.0,296.0,291.0,True,MEDIUM,5.0,True,Mercedes,4088.913,2026-03-08 04:09:15.536,1,2.0,False,,False,True
881,4257.569,RUS,63,84.639,6.0,1.0,,,29.498,17.709,37.432,4202.532,4220.241,4257.673,263.0,291.0,314.0,298.0,False,MEDIUM,6.0,True,Mercedes,4172.93,2026-03-08 04:10:39.553,1,2.0,False,,False,True
882,4341.668,RUS,63,84.099,7.0,1.0,,,29.617,18.059,36.423,4287.29,4305.349,4341.772,263.0,288.0,307.0,285.0,False,MEDIUM,7.0,True,Mercedes,4257.569,2026-03-08 04:12:04.192,1,2.0,False,,False,True
883,4426.858,RUS,63,85.19,8.0,1.0,,,29.435,18.391,37.364,4371.207,4389.598,4426.962,258.0,287.0,316.0,301.0,False,MEDIUM,8.0,True,Mercedes,4341.668,2026-03-08 04:13:28.291,1,2.0,False,,False,True
884,4512.836,RUS,63,85.978,9.0,1.0,,,31.313,18.163,36.502,4458.275,4476.438,4512.94,258.0,280.0,304.0,298.0,False,MEDIUM,9.0,True,Mercedes,4426.858,2026-03-08 04:14:53.481,1,2.0,False,,False,True
885,4596.948,RUS,63,84.112,10.0,1.0,,,29.655,18.171,36.286,4542.595,4560.766,4597.052,261.0,291.0,307.0,289.0,False,MEDIUM,10.0,True,Mercedes,4512.836,2026-03-08 04:16:19.459,1,2.0,False,,False,True
886,4680.915,RUS,63,83.967,11.0,1.0,,,29.442,18.107,36.418,4626.494,4644.601,4681.019,265.0,301.0,305.0,305.0,True,MEDIUM,11.0,True,Mercedes,4596.948,2026-03-08 04:17:43.571,1,2.0,False,,False,True
890,5094.433,RUS,63,82.825,15.0,2.0,,,29.08,17.746,35.999,5040.792,5058.538,5094.537,263.0,300.0,283.0,291.0,True,HARD,3.0,True,Mercedes,5011.608,2026-03-08 04:24:38.231,1,3.0,False,,False,True
891,5177.356,RUS,63,82.923,16.0,2.0,,,29.106,17.699,36.118,5123.643,5141.342,5177.46,261.0,302.0,289.0,290.0,False,HARD,4.0,True,Mercedes,5094.433,2026-03-08 04:26:01.056,1,3.0,False,,False,True
892,5260.121,RUS,63,82.765,17.0,2.0,,,29.085,17.75,35.93,5206.545,5224.295,5260.225,259.0,302.0,292.0,298.0,True,HARD,5.0,True,Mercedes,5177.356,2026-03-08 04:27:23.979,1,3.0,False,,False,True
896,5637.963,RUS,63,82.67,21.0,2.0,,,28.979,17.717,35.974,5584.376,5602.093,5638.067,260.0,309.0,296.0,299.0,True,HARD,9.0,True,Mercedes,5555.293,2026-03-08 04:33:41.916,1,3.0,False,,False,True
897,5720.855,RUS,63,82.892,22.0,2.0,,,29.065,17.777,36.05,5667.132,5684.909,5720.959,263.0,303.0,295.0,295.0,False,HARD,10.0,True,Mercedes,5637.963,2026-03-08 04:35:04.586,1,3.0,False,,False,True
898,5803.683,RUS,63,82.828,23.0,2.0,,,28.915,17.696,36.217,5749.874,5767.57,5803.787,268.0,306.0,297.0,298.0,False,HARD,11.0,True,Mercedes,5720.855,2026-03-08 04:36:27.478,1,3.0,False,,False,True
899,5887.149,RUS,63,83.466,24.0,2.0,,,29.631,17.798,36.037,5833.418,5851.216,5887.253,271.0,302.0,295.0,268.0,False,HARD,12.0,True,Mercedes,5803.683,2026-03-08 04:37:50.306,1,3.0,False,,False,True
900,5970.028,RUS,63,82.879,25.0,2.0,,,28.936,17.717,36.226,5916.189,5933.906,5970.132,273.0,303.0,299.0,301.0,False,HARD,13.0,True,Mercedes,5887.149,2026-03-08 04:39:13.772,1,2.0,False,,False,True
901,6053.121,RUS,63,83.093,26.0,2.0,,,29.058,17.797,36.238,5999.19,6016.987,6053.225,273.0,303.0,295.0,305.0,False,HARD,14.0,True,Mercedes,5970.028,2026-03-08 04:40:36.651,1,2.0,False,,False,True
902,6136.309,RUS,63,83.188,27.0,2.0,,,29.123,17.719,36.346,6082.348,6100.067,6136.413,272.0,306.0,299.0,302.0,False,HARD,15.0,True,Mercedes,6053.121,2026-03-08 04:41:59.744,1,2.0,False,,False,True
903,6219.699,RUS,63,83.39,28.0,2.0,,,28.857,17.643,36.89,6165.27,6182.913,6219.803,275.0,304.0,311.0,301.0,False,HARD,16.0,True,Mercedes,6136.309,2026-03-08 04:43:22.932,1,1.0,False,,False,True
904,6303.185,RUS,63,83.486,29.0,2.0,,,29.066,18.031,36.389,6248.869,6266.9,6303.289,270.0,301.0,294.0,321.0,False,HARD,17.0,True,Mercedes,6219.699,2026-03-08 04:44:46.322,1,1.0,False,,False,True
905,6386.457,RUS,63,83.272,30.0,2.0,,,29.204,17.788,36.28,6332.493,6350.281,6386.561,267.0,303.0,293.0,288.0,False,HARD,18.0,True,Mercedes,6303.185,2026-03-08 04:46:09.808,1,1.0,False,,False,True
906,6469.604,RUS,63,83.147,31.0,2.0,,,29.132,17.699,36.316,6415.693,6433.392,6469.708,271.0,308.0,299.0,296.0,False,HARD,19.0,True,Mercedes,6386.457,2026-03-08 04:47:33.080,1,1.0,False,,False,True
907,6553.144,RUS,63,83.54,32.0,2.0,,,29.174,17.728,36.638,6498.882,6516.61,6553.248,274.0,308.0,293.0,303.0,False,HARD,20.0,True,Mercedes,6469.604,2026-03-08 04:48:56.227,1,1.0,False,,False,True
908,6636.982,RUS,63,83.838,33.0,2.0,,,29.242,17.777,36.819,6582.49,6600.267,6637.086,274.0,300.0,292.0,301.0,False,HARD,21.0,True,Mercedes,6553.144,2026-03-08 04:50:19.767,1,1.0,False,,False,True
910,6817.591,RUS,63,83.017,35.0,2.0,,,29.314,17.824,35.879,,6781.816,6817.695,260.0,299.0,296.0,302.0,False,HARD,23.0,True,Mercedes,6734.574,2026-03-08 04:53:21.197,1,1.0,False,,False,True
911,6900.32,RUS,63,82.729,36.0,2.0,,,29.079,17.753,35.897,6846.774,6864.527,6900.424,256.0,299.0,293.0,300.0,False,HARD,24.0,True,Mercedes,6817.591,2026-03-08 04:54:44.214,1,1.0,False,,False,True
912,6983.159,RUS,63,82.839,37.0,2.0,,,29.197,17.745,35.897,6929.621,6947.366,6983.263,256.0,299.0,298.0,295.0,False,HARD,25.0,True,Mercedes,6900.32,2026-03-08 04:56:06.943,1,1.0,False,,False,True
913,7066.022,RUS,63,82.863,38.0,2.0,,,29.211,17.79,35.862,7012.474,7030.264,7066.126,255.0,300.0,300.0,296.0,False,HARD,26.0,True,Mercedes,6983.159,2026-03-08 04:57:29.782,1,1.0,False,,False,True
914,7148.76,RUS,63,82.738,39.0,2.0,,,29.102,17.664,35.972,7095.228,7112.892,7148.864,257.0,302.0,300.0,299.0,False,HARD,27.0,True,Mercedes,7066.022,2026-03-08 04:58:52.645,1,1.0,False,,False,True
915,7231.675,RUS,63,82.915,40.0,2.0,,,29.172,17.651,36.092,7178.036,7195.687,7231.779,257.0,304.0,300.0,300.0,False,HARD,28.0,True,Mercedes,7148.76,2026-03-08 05:00:15.383,1,1.0,False,,False,True
916,7314.748,RUS,63,83.073,41.0,2.0,,,29.173,17.609,36.291,7260.952,7278.561,7314.852,260.0,305.0,303.0,303.0,False,HARD,29.0,True,Mercedes,7231.675,2026-03-08 05:01:38.298,1,1.0,False,,False,True
917,7397.802,RUS,63,83.054,42.0,2.0,,,29.325,17.652,36.077,7344.177,7361.829,7397.906,261.0,304.0,298.0,305.0,False,HARD,30.0,True,Mercedes,7314.748,2026-03-08 05:03:01.371,1,1.0,False,,False,True
918,7480.695,RUS,63,82.893,43.0,2.0,,,29.111,17.575,36.207,7427.017,7444.592,7480.799,258.0,306.0,301.0,300.0,False,HARD,31.0,True,Mercedes,7397.802,2026-03-08 05:04:24.425,1,1.0,False,,False,True
919,7563.551,RUS,63,82.856,44.0,2.0,,,29.17,17.585,36.101,7509.969,7527.554,7563.655,260.0,307.0,301.0,304.0,False,HARD,32.0,True,Mercedes,7480.695,2026-03-08 05:05:47.318,1,1.0,False,,False,True
920,7647.028,RUS,63,83.477,45.0,2.0,,,29.305,17.512,36.66,7592.96,7610.472,7647.132,262.0,312.0,305.0,304.0,False,HARD,33.0,True,Mercedes,7563.551,2026-03-08 05:07:10.174,1,1.0,False,,False,True
921,7730.779,RUS,63,83.751,46.0,2.0,,,29.348,18.049,36.354,7676.48,7694.529,7730.883,269.0,304.0,297.0,306.0,False,HARD,34.0,True,Mercedes,7647.028,2026-03-08 05:08:33.651,1,1.0,False,,False,True
922,7813.812,RUS,63,83.033,47.0,2.0,,,29.286,17.617,36.13,7760.169,7777.786,7813.916,263.0,303.0,295.0,302.0,False,HARD,35.0,True,Mercedes,7730.779,2026-03-08 05:09:57.402,1,1.0,False,,False,True
923,7896.846,RUS,63,83.034,48.0,2.0,,,29.18,17.596,36.258,7843.096,7860.692,7896.95,260.0,304.0,300.0,302.0,False,HARD,36.0,True,Mercedes,7813.812,2026-03-08 05:11:20.435,1,1.0,False,,False,True
924,7979.69,RUS,63,82.844,49.0,2.0,,,29.104,17.537,36.203,7926.054,7943.591,7979.794,260.0,308.0,304.0,304.0,False,HARD,37.0,True,Mercedes,7896.846,2026-03-08 05:12:43.469,1,1.0,False,,False,True
925,8062.777,RUS,63,83.087,50.0,2.0,,,29.182,17.631,36.274,8008.976,8026.607,8062.881,262.0,305.0,300.0,306.0,False,HARD,38.0,True,Mercedes,7979.69,2026-03-08 05:14:06.313,1,1.0,False,,False,True
926,8145.539,RUS,63,82.762,51.0,2.0,,,29.204,17.493,36.065,8092.085,8109.578,8145.643,263.0,310.0,306.0,306.0,False,HARD,39.0,True,Mercedes,8062.777,2026-03-08 05:15:29.400,1,1.0,False,,False,True
927,8228.645,RUS,63,83.106,52.0,2.0,,,29.323,17.606,36.177,8174.966,8192.572,8228.749,262.0,313.0,305.0,309.0,False,HARD,40.0,True,Mercedes,8145.539,2026-03-08 05:16:52.162,1,1.0,False,,False,True
928,8311.714,RUS,63,83.069,53.0,2.0,,,29.144,17.461,36.464,8257.893,8275.354,8311.818,263.0,309.0,305.0,309.0,False,HARD,41.0,True,Mercedes,8228.645,2026-03-08 05:18:15.268,1,1.0,False,,False,True
929,8394.814,RUS,63,83.1,54.0,2.0,,,29.272,17.56,36.268,8341.09,8358.65,8394.918,266.0,307.0,302.0,295.0,False,HARD,42.0,True,Mercedes,8311.714,2026-03-08 05:19:38.337,1,1.0,False,,False,True
930,8477.484,RUS,63,82.67,55.0,2.0,,,29.116,17.549,36.005,8424.034,8441.583,8477.588,262.0,305.0,301.0,307.0,False,HARD,43.0,True,Mercedes,8394.814,2026-03-08 05:21:01.437,1,1.0,False,,False,True
931,8560.241,RUS,63,82.757,56.0,2.0,,,29.134,17.535,36.088,8506.722,8524.257,8560.345,260.0,308.0,305.0,306.0,False,HARD,44.0,True,Mercedes,8477.484,2026-03-08 05:22:24.107,1,1.0,False,,False,True
932,8643.429,RUS,63,83.188,57.0,2.0,,,29.225,17.458,36.505,8589.57,8607.028,8643.533,263.0,312.0,301.0,307.0,False,HARD,45.0,True,Mercedes,8560.241,2026-03-08 05:23:46.864,1,1.0,False,,False,True
933,8726.78,RUS,63,83.351,58.0,2.0,,,29.312,17.63,36.409,8672.845,8690.475,8726.884,261.0,302.0,300.0,301.0,False,HARD,46.0,True,Mercedes,8643.429,2026-03-08 05:25:10.052,1,1.0,False,,False,True
934,3840.829,BOT,77,100.85,1.0,1.0,,,,19.068,39.739,,3802.163,3841.003,222.0,291.0,283.0,209.0,False,HARD,1.0,True,Cadillac,3739.743,2026-03-08 04:03:26.366,1,15.0,False,,False,False
935,3930.981,BOT,77,90.152,2.0,1.0,,,31.409,18.42,40.323,3872.335,3890.755,3931.078,270.0,286.0,304.0,271.0,True,HARD,2.0,True,Cadillac,3840.829,2026-03-08 04:05:07.452,1,18.0,False,,False,True
936,4020.2,BOT,77,89.219,3.0,1.0,,,31.489,18.72,39.01,3962.567,3981.287,4020.297,252.0,296.0,298.0,250.0,True,HARD,3.0,True,Cadillac,3930.981,2026-03-08 04:06:37.604,1,19.0,False,,False,True
937,4108.257,BOT,77,88.057,4.0,1.0,,,31.136,18.765,38.156,4051.433,4070.198,4108.354,244.0,292.0,301.0,267.0,True,HARD,4.0,True,Cadillac,4020.2,2026-03-08 04:08:06.823,1,19.0,False,,False,True
938,4195.995,BOT,77,87.738,5.0,1.0,,,31.043,18.319,38.376,4139.397,4157.716,4196.092,252.0,301.0,291.0,282.0,True,HARD,5.0,True,Cadillac,4108.257,2026-03-08 04:09:34.880,1,19.0,False,,False,True
939,4283.799,BOT,77,87.804,6.0,1.0,,,31.064,18.361,38.379,4227.156,4245.517,4283.896,255.0,297.0,284.0,286.0,False,HARD,6.0,True,Cadillac,4195.995,2026-03-08 04:11:02.618,1,19.0,False,,False,True
940,4371.256,BOT,77,87.457,7.0,1.0,,,30.778,18.242,38.437,4314.674,4332.916,4371.353,261.0,301.0,283.0,282.0,True,HARD,7.0,True,Cadillac,4283.799,2026-03-08 04:12:30.422,1,19.0,False,,False,True
941,4458.62,BOT,77,87.364,8.0,1.0,,,30.99,18.033,38.341,4402.343,4420.376,4458.717,256.0,304.0,296.0,283.0,True,HARD,8.0,True,Cadillac,4371.256,2026-03-08 04:13:57.879,1,19.0,False,,False,True
942,4546.299,BOT,77,87.679,9.0,1.0,,,31.159,18.191,38.329,4489.876,4508.067,4546.396,255.0,304.0,295.0,289.0,False,HARD,9.0,True,Cadillac,4458.62,2026-03-08 04:15:25.243,1,18.0,False,,False,True
943,4633.96,BOT,77,87.661,10.0,1.0,,,31.044,18.182,38.435,4577.44,4595.622,4634.057,255.0,304.0,283.0,291.0,False,HARD,10.0,True,Cadillac,4546.299,2026-03-08 04:16:52.922,1,18.0,False,,False,True
947,5120.568,BOT,77,91.389,14.0,2.0,,,33.091,18.948,39.35,5062.367,5081.315,5120.665,246.0,301.0,279.0,275.0,False,HARD,14.0,False,Cadillac,5029.179,2026-03-08 04:24:55.802,1,18.0,False,,False,True
948,5211.898,BOT,77,91.33,15.0,2.0,,,34.194,18.205,38.931,5154.859,5173.064,5211.995,250.0,309.0,289.0,274.0,False,HARD,15.0,False,Cadillac,5120.568,2026-03-08 04:26:27.191,1,18.0,False,,False,True
950,3839.81,BEA,87,99.765,1.0,1.0,,,,19.072,38.855,,3801.779,3839.883,212.0,293.0,314.0,206.0,False,MEDIUM,1.0,True,Haas F1 Team,3739.743,2026-03-08 04:03:26.366,1,14.0,False,,False,False
951,3927.131,BEA,87,87.321,2.0,1.0,,,31.318,17.972,38.031,3871.16,3889.132,3927.163,243.0,287.0,318.0,251.0,True,MEDIUM,2.0,True,Haas F1 Team,3839.81,2026-03-08 04:05:06.433,1,12.0,False,,False,True
952,4013.515,BEA,87,86.384,3.0,1.0,,,30.808,17.827,37.749,3957.971,3975.798,4013.547,260.0,303.0,286.0,264.0,True,MEDIUM,3.0,True,Haas F1 Team,3927.131,2026-03-08 04:06:33.754,1,11.0,False,,False,True
953,4099.435,BEA,87,85.92,4.0,1.0,,,30.862,17.971,37.087,4044.409,4062.38,4099.467,259.0,306.0,303.0,260.0,True,MEDIUM,4.0,True,Haas F1 Team,4013.515,2026-03-08 04:08:00.138,1,11.0,False,,False,True
954,4185.438,BEA,87,86.003,5.0,1.0,,,30.282,17.787,37.934,4129.749,4147.536,4185.47,265.0,309.0,303.0,284.0,False,MEDIUM,5.0,True,Haas F1 Team,4099.435,2026-03-08 04:09:26.058,1,11.0,False,,False,True
955,4271.407,BEA,87,85.969,6.0,1.0,,,30.46,17.915,37.594,4215.93,4233.845,4271.439,259.0,306.0,295.0,278.0,False,MEDIUM,6.0,True,Haas F1 Team,4185.438,2026-03-08 04:10:52.061,1,10.0,False,,False,True
956,4356.602,BEA,87,85.195,7.0,1.0,,,30.059,17.825,37.311,4301.498,4319.323,4356.634,265.0,307.0,300.0,280.0,True,MEDIUM,7.0,True,Haas F1 Team,4271.407,2026-03-08 04:12:18.030,1,10.0,False,,False,True
957,4442.648,BEA,87,86.046,8.0,1.0,,,30.659,17.882,37.505,4387.293,4405.175,4442.68,266.0,299.0,304.0,285.0,False,MEDIUM,8.0,True,Haas F1 Team,4356.602,2026-03-08 04:13:43.225,1,11.0,False,,False,True
958,4528.045,BEA,87,85.397,9.0,1.0,,,30.278,17.817,37.302,4472.958,4490.775,4528.077,266.0,307.0,298.0,294.0,False,MEDIUM,9.0,True,Haas F1 Team,4442.648,2026-03-08 04:15:09.271,1,11.0,False,,False,True
959,4613.713,BEA,87,85.668,10.0,1.0,,,30.297,18.01,37.361,4558.374,4576.384,4613.745,264.0,302.0,296.0,289.0,False,MEDIUM,10.0,True,Haas F1 Team,4528.045,2026-03-08 04:16:34.668,1,11.0,False,,False,True
963,5019.566,BEA,87,85.628,14.0,1.0,,,30.797,17.889,36.942,4964.767,4982.656,5019.598,268.0,300.0,294.0,270.0,False,MEDIUM,14.0,True,Haas F1 Team,4933.938,2026-03-08 04:23:20.561,1,7.0,False,,False,True
964,5104.128,BEA,87,84.562,15.0,1.0,,,29.899,17.9,36.763,5049.497,5067.397,5104.16,265.0,300.0,294.0,289.0,True,MEDIUM,15.0,True,Haas F1 Team,5019.566,2026-03-08 04:24:46.189,1,7.0,False,,False,True
965,5188.691,BEA,87,84.563,16.0,1.0,,,29.989,17.862,36.712,5134.149,5152.011,5188.723,265.0,297.0,296.0,288.0,False,MEDIUM,16.0,True,Haas F1 Team,5104.128,2026-03-08 04:26:10.751,1,7.0,False,,False,True
966,5273.498,BEA,87,84.807,17.0,1.0,,,29.903,17.864,37.04,5218.626,5236.49,5273.53,266.0,300.0,297.0,295.0,False,MEDIUM,17.0,True,Haas F1 Team,5188.691,2026-03-08 04:27:35.314,1,7.0,False,,False,True
969,5582.965,BEA,87,85.186,20.0,2.0,,,30.325,18.096,36.765,5528.136,5546.232,5582.997,260.0,297.0,296.0,277.0,False,HARD,2.0,True,Haas F1 Team,5497.779,2026-03-08 04:32:44.402,1,8.0,False,,False,True
970,5667.168,BEA,87,84.203,21.0,2.0,,,29.657,17.797,36.749,5612.654,5630.451,5667.2,267.0,300.0,298.0,293.0,True,HARD,3.0,True,Haas F1 Team,5582.965,2026-03-08 04:34:09.588,1,8.0,False,,False,True
971,5751.188,BEA,87,84.02,22.0,2.0,,,29.612,17.74,36.668,5696.812,5714.552,5751.22,267.0,302.0,301.0,301.0,True,HARD,4.0,True,Haas F1 Team,5667.168,2026-03-08 04:35:33.791,1,8.0,False,,False,True
972,5836.156,BEA,87,84.968,23.0,2.0,,,29.567,17.634,37.767,5780.787,5798.421,5836.188,265.0,309.0,276.0,297.0,False,HARD,5.0,True,Haas F1 Team,5751.188,2026-03-08 04:36:57.811,1,8.0,False,,False,True
973,5920.848,BEA,87,84.692,24.0,2.0,,,30.072,17.69,36.93,5866.26,5883.95,5920.88,265.0,306.0,297.0,272.0,False,HARD,6.0,True,Haas F1 Team,5836.156,2026-03-08 04:38:22.779,1,8.0,False,,False,True
974,6004.906,BEA,87,84.058,25.0,2.0,,,29.636,17.814,36.608,5950.516,5968.33,6004.938,267.0,300.0,300.0,292.0,False,HARD,7.0,True,Haas F1 Team,5920.848,2026-03-08 04:39:47.471,1,8.0,False,,False,True
975,6089.061,BEA,87,84.155,26.0,2.0,,,29.668,17.625,36.862,6034.606,6052.231,6089.093,267.0,308.0,296.0,294.0,False,HARD,8.0,True,Haas F1 Team,6004.906,2026-03-08 04:41:11.529,1,8.0,False,,False,True
976,6173.345,BEA,87,84.284,27.0,2.0,,,29.726,17.609,36.949,6118.819,6136.428,6173.377,266.0,309.0,295.0,289.0,False,HARD,9.0,True,Haas F1 Team,6089.061,2026-03-08 04:42:35.684,1,8.0,False,,False,True
977,6257.561,BEA,87,84.216,28.0,2.0,,,29.846,17.628,36.742,6203.223,6220.851,6257.593,262.0,310.0,318.0,289.0,False,HARD,10.0,True,Haas F1 Team,6173.345,2026-03-08 04:43:59.968,1,8.0,False,,False,True
978,6342.876,BEA,87,85.315,29.0,2.0,,,30.327,17.782,37.206,6287.92,6305.702,6342.908,258.0,310.0,293.0,288.0,False,HARD,11.0,True,Haas F1 Team,6257.561,2026-03-08 04:45:24.184,1,8.0,False,,False,True
979,6427.385,BEA,87,84.509,30.0,2.0,,,30.01,17.606,36.893,6372.918,6390.524,6427.417,266.0,308.0,298.0,281.0,False,HARD,12.0,True,Haas F1 Team,6342.876,2026-03-08 04:46:49.499,1,8.0,False,,False,True
980,6512.012,BEA,87,84.627,31.0,2.0,,,29.852,17.853,36.922,6457.269,6475.122,6512.044,268.0,301.0,300.0,287.0,False,HARD,13.0,True,Haas F1 Team,6427.385,2026-03-08 04:48:14.008,1,8.0,False,,False,True
981,6597.018,BEA,87,85.006,32.0,2.0,,,29.938,17.578,37.49,6541.982,6559.56,6597.05,266.0,309.0,296.0,293.0,False,HARD,14.0,True,Haas F1 Team,6512.012,2026-03-08 04:49:38.635,1,8.0,False,,False,True
984,6864.889,BEA,87,84.914,35.0,2.0,,,29.802,17.906,37.206,6809.809,6827.715,6864.921,274.0,294.0,293.0,291.0,False,HARD,17.0,True,Haas F1 Team,6779.975,2026-03-08 04:54:06.598,1,7.0,False,,False,True
985,6949.487,BEA,87,84.598,36.0,2.0,,,29.899,17.866,36.833,6894.82,6912.686,6949.519,268.0,296.0,297.0,289.0,False,HARD,18.0,True,Haas F1 Team,6864.889,2026-03-08 04:55:31.512,1,7.0,False,,False,True
986,7033.987,BEA,87,84.5,37.0,2.0,,,29.841,17.845,36.814,6979.36,6997.205,7034.019,268.0,298.0,297.0,292.0,False,HARD,19.0,True,Haas F1 Team,6949.487,2026-03-08 04:56:56.110,1,7.0,False,,False,True
987,7119.08,BEA,87,85.093,38.0,2.0,,,30.271,17.823,36.999,7064.29,7082.113,7119.112,268.0,304.0,299.0,293.0,False,HARD,20.0,True,Haas F1 Team,7033.987,2026-03-08 04:58:20.610,1,8.0,False,,False,True
988,7203.836,BEA,87,84.756,39.0,2.0,,,29.868,17.623,37.265,7148.98,7166.603,7203.868,262.0,312.0,322.0,294.0,False,HARD,21.0,True,Haas F1 Team,7119.08,2026-03-08 04:59:45.703,1,8.0,False,,False,True
989,7290.824,BEA,87,86.988,40.0,2.0,,,31.001,18.417,37.57,7234.869,7253.286,7290.856,231.0,302.0,291.0,292.0,False,HARD,22.0,True,Haas F1 Team,7203.836,2026-03-08 05:01:10.459,1,7.0,False,,False,True
